OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,toreconcile,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB,NAME_HI,NAME_UR
4,9,UTTAR PRADESH,2,MUZAFFARNAGAR,16,Meerapur,Meerapur,Q25241205,4,BIJNOR,904,,1.54182174281,0.05113869398,country:in/state:up,UP,country:in/state:up/assembly-constituency:16,,
2,9,UTTAR PRADESH,2,MUZAFFARNAGAR,10,Shamli,Shamli,Q25241201,2,KAIRANA,902,,1.10006258117,0.03178150649,country:in/state:up,UP,country:in/state:up/assembly-constituency:10,,
3,9,UTTAR PRADESH,2,MUZAFFARNAGAR,14,Muzaffar Nagar,Muzaffarnagar,Q10795719,3,MUZAFFARNAGAR,903,,0.52901232705,0.00759498851,country:in/state:up,UP,country:in/state:up/assembly-constituency:14,,
3,9,UTTAR PRADESH,2,MUZAFFARNAGAR,11,Budhana,Budhana,Q25241330,3,MUZAFFARNAGAR,903,,1.14989990455,0.04541218541,country:in/state:up,UP,country:in/state:up/assembly-constituency:11,,
3,9,UTTAR PRADESH,2,MUZAFFARNAGAR,15,Khatauli,Khatauli,Q19805066,3,MUZAFFARNAGAR,903,,1.37331182677,0.04685973445,country:in/state:up,UP,country:in/state:up/assembly-constituency:15,,
5,9,UTTAR PRADESH,3,BIJNOR,20,Dhampur,Dhampur,Q25241210,5,NAGINA (SC),905,,0.89653498948,0.03082026256,country:in/state:up,UP,country:in/state:up/assembly-constituency:20,,
5,9,UTTAR PRADESH,3,BIJNOR,21,Nehtaur (SC),Nehtaur,Q25241212,5,NAGINA (SC),905,,1.12388772283,0.03531622971,country:in/state:up,UP,country:in/state:up/assembly-constituency:21,,
11,9,UTTAR PRADESH,8,BAGHPAT *,50,Chhaprauli,Chhaprauli,Q19806236,11,BAGHPAT,911,,1.3928032644,0.05020046649,country:in/state:up,UP,country:in/state:up/assembly-constituency:50,,
3,9,UTTAR PRADESH,7,MEERUT,44,Sardhana,Sardhana,Q11947766,3,MUZAFFARNAGAR,903,,1.40318868546,0.04536344816,country:in/state:up,UP,country:in/state:up/assembly-constituency:44,,
4,9,UTTAR PRADESH,3,BIJNOR,23,Chandpur,Chandpur,Q19806354,4,BIJNOR,904,,1.3232031251,0.06291568535,country:in/state:up,UP,country:in/state:up/assembly-constituency:23,,
4,9,UTTAR PRADESH,7,MEERUT,45,Hastinapur (SC),Hastinapur,Q16574147,4,BIJNOR,904,,1.5544894669,0.06910291663,country:in/state:up,UP,country:in/state:up/assembly-constituency:45,,
6,9,UTTAR PRADESH,4,MORADABAD,26,Thakurdwara,Thakurdwara,Q19807135,6,MORADABAD,906,,1.4143510879,0.05052471612,country:in/state:up,UP,country:in/state:up/assembly-constituency:26,,
11,9,UTTAR PRADESH,7,MEERUT,43,Siwalkhas,Siwalkhas,Q19806582,11,BAGHPAT,911,,1.27346367374,0.05165693573,country:in/state:up,UP,country:in/state:up/assembly-constituency:43,,
6,9,UTTAR PRADESH,3,BIJNOR,24,Noorpur,Noorpur,Q25241373,6,MORADABAD,906,,1.15133503661,0.03525308009,country:in/state:up,UP,country:in/state:up/assembly-constituency:24,,
11,9,UTTAR PRADESH,8,BAGHPAT *,51,Baraut,Baraut,Q25241387,11,BAGHPAT,911,,0.98108299249,0.03457972134,country:in/state:up,UP,country:in/state:up/assembly-constituency:51,,
6,9,UTTAR PRADESH,4,MORADABAD,25,Kanth,Kanth,Q19805332,6,MORADABAD,906,,1.80682283088,0.04888989947,country:in/state:up,UP,country:in/state:up/assembly-constituency:25,,
7,9,UTTAR PRADESH,5,RAMPUR,34,Suar,Suar,Q19806702,7,RAMPUR,907,,1.28317261556,0.03618597667,country:in/state:up,UP,country:in/state:up/assembly-constituency:34,,
10,9,UTTAR PRADESH,7,MEERUT,46,Kithore,Kithore,Q19805471,10,MEERUT,910,,1.58279560328,0.04847070782,country:in/state:up,UP,country:in/state:up/assembly-constituency:46,,
9,9,UTTAR PRADESH,6,JYOTIBA PHULE NAGAR *,39,Dhanaura (SC),Dhanaura,Q25246055,9,AMROHA,909,,1.46944824634,0.06467270799,country:in/state:up,UP,country:in/state:up/assembly-constituency:39,,
10,9,UTTAR PRADESH,7,MEERUT,47,Meerut Cantt.,Meerut Cantt.,Q25241219,10,MEERUT,910,,0.54795843194,0.01063182022,country:in/state:up,UP,country:in/state:up/assembly-constituency:47,,
9,9,UTTAR PRADESH,6,JYOTIBA PHULE NAGAR *,40,Naugawan Sadat,Naugawan Sadat,Q25241217,9,AMROHA,909,,1.92058200714,0.04621550599,country:in/state:up,UP,country:in/state:up/assembly-constituency:40,,
11,9,UTTAR PRADESH,8,BAGHPAT *,52,Baghpat,Bagpat,Q25241388,11,BAGHPAT,911,,1.16576279404,0.03856129347,country:in/state:up,UP,country:in/state:up/assembly-constituency:52,,
6,9,UTTAR PRADESH,4,MORADABAD,27,Moradabad Rural,Moradabad Rural,Q25241379,6,MORADABAD,906,,1.14844938697,0.01932928479,country:in/state:up,UP,country:in/state:up/assembly-constituency:27,,
7,9,UTTAR PRADESH,5,RAMPUR,35,Chamraua,Chamraua,Q20467078,7,RAMPUR,907,,1.57292985219,0.04835857601,country:in/state:up,UP,country:in/state:up/assembly-constituency:35,,
10,9,UTTAR PRADESH,7,MEERUT,48,Meerut,Meerut,Q18127951,10,MEERUT,910,,0.27691777124,0.00174107332,country:in/state:up,UP,country:in/state:up/assembly-constituency:48,,
7,9,UTTAR PRADESH,5,RAMPUR,36,Bilaspur,Bilaspur,Q55739481,7,RAMPUR,907,,1.88650598104,0.07488553378,country:in/state:up,UP,country:in/state:up/assembly-constituency:36,,
10,9,UTTAR PRADESH,7,MEERUT,49,Meerut South,Meerut South,Q25241218,10,MEERUT,910,,0.6212724027,0.01139033958,country:in/state:up,UP,country:in/state:up/assembly-constituency:49,,
8,9,UTTAR PRADESH,4,MORADABAD,29,Kundarki,Kundarki,Q19805679,8,SAMBHAL,908,,1.6767221968,0.0595881006,country:in/state:up,UP,country:in/state:up/assembly-constituency:29,,
11,9,UTTAR PRADESH,9,GHAZIABAD,57,Modi Nagar,Modinagar,Q19810963,11,BAGHPAT,911,,0.97190942347,0.03341312723,country:in/state:up,UP,country:in/state:up/assembly-constituency:57,,
9,9,UTTAR PRADESH,6,JYOTIBA PHULE NAGAR *,41,Amroha,Amroha,Q25241383,9,AMROHA,909,,0.93073591871,0.02312050757,country:in/state:up,UP,country:in/state:up/assembly-constituency:41,,
12,9,UTTAR PRADESH,9,GHAZIABAD,54,Muradnagar,Muradnagar,Q25241223,12,GHAZIABAD,912,,0.80817961249,0.01466036919,country:in/state:up,UP,country:in/state:up/assembly-constituency:54,,
9,9,UTTAR PRADESH,9,GHAZIABAD,60,Garhmukteshwar,Garhmukteshwar,Q19805009,9,AMROHA,909,,1.19961506411,0.05115673436,country:in/state:up,UP,country:in/state:up/assembly-constituency:60,,
26,9,UTTAR PRADESH,20,BAREILLY,118,Baheri,Baheri,Q25241273,26,PILIBHIT,926,,1.81179294912,0.05109045957,country:in/state:up,UP,country:in/state:up/assembly-constituency:118,,
6,9,UTTAR PRADESH,4,MORADABAD,28,Moradabad Nagar,Moradabad Nagar,Q25241374,6,MORADABAD,906,,0.27308984051,0.00221498228,country:in/state:up,UP,country:in/state:up/assembly-constituency:28,,
12,9,UTTAR PRADESH,9,GHAZIABAD,53,Loni,Loni,Q25241220,12,GHAZIABAD,912,,0.75705872716,0.01500374064,country:in/state:up,UP,country:in/state:up/assembly-constituency:53,,
26,9,UTTAR PRADESH,21,PILIBHIT,127,Pilibhit,Pilibhit,Q25241280,26,PILIBHIT,926,,1.47639390892,0.04346640623,country:in/state:up,UP,country:in/state:up/assembly-constituency:127,,
8,9,UTTAR PRADESH,4,MORADABAD,32,Asmoli,Asmoli,Q19803798,8,SAMBHAL,908,,1.9523272687,0.06208710099,country:in/state:up,UP,country:in/state:up/assembly-constituency:32,,
7,9,UTTAR PRADESH,5,RAMPUR,37,Rampur,Rampur,Q16934661,7,RAMPUR,907,,0.93059999368,0.0130459231,country:in/state:up,UP,country:in/state:up/assembly-constituency:37,,
9,9,UTTAR PRADESH,6,JYOTIBA PHULE NAGAR *,42,Hasanpur,Hasanpur,Q25246053,9,AMROHA,909,,1.39140816993,0.06835427865,country:in/state:up,UP,country:in/state:up/assembly-constituency:42,,
8,9,UTTAR PRADESH,4,MORADABAD,33,Sambhal,Sambhal,Q19806262,8,SAMBHAL,908,,1.05369251947,0.03392500611,country:in/state:up,UP,country:in/state:up/assembly-constituency:33,,
10,9,UTTAR PRADESH,9,GHAZIABAD,59,Hapur (SC),Hapur,Q25241227,10,MEERUT,910,,0.93361396409,0.02606382149,country:in/state:up,UP,country:in/state:up/assembly-constituency:59,,
26,9,UTTAR PRADESH,21,PILIBHIT,128,Barkhera,Barkhera,Q25241283,26,PILIBHIT,926,,2.22490107285,0.09416498184,country:in/state:up,UP,country:in/state:up/assembly-constituency:128,,
26,9,UTTAR PRADESH,21,PILIBHIT,129,Puranpur (SC),Puranpur,Q25241282,26,PILIBHIT,926,,1.96239009625,0.123232514,country:in/state:up,UP,country:in/state:up/assembly-constituency:129,,
12,9,UTTAR PRADESH,9,GHAZIABAD,58,Dholana,Dholana,Q25241226,12,GHAZIABAD,912,,1.51933956746,0.04120830001,country:in/state:up,UP,country:in/state:up/assembly-constituency:58,,
25,9,UTTAR PRADESH,20,BAREILLY,119,Meerganj,Meerganj,Q25241274,25,BAREILLY,925,,1.5653309089,0.05025332493,country:in/state:up,UP,country:in/state:up/assembly-constituency:119,,
25,9,UTTAR PRADESH,20,BAREILLY,120,Bhojipura,Bhojipura,Q25241275,25,BAREILLY,925,,2.03395308566,0.05312577183,country:in/state:up,UP,country:in/state:up/assembly-constituency:120,,
12,9,UTTAR PRADESH,9,GHAZIABAD,56,Ghaziabad,Ghaziabad,Q19805319,12,GHAZIABAD,912,,0.28868838937,0.00377962253,country:in/state:up,UP,country:in/state:up/assembly-constituency:56,,
14,9,UTTAR PRADESH,11,BULANDSHAHR,66,Syana,Syana,Q19806506,14,BULANDSHAHR (SC),914,,1.45211336609,0.05748543906,country:in/state:up,UP,country:in/state:up/assembly-constituency:66,,
12,9,UTTAR PRADESH,9,GHAZIABAD,55,Sahibabad,Sahibabad,Q25241224,12,GHAZIABAD,912,,0.30270152044,0.00297014963,country:in/state:up,UP,country:in/state:up/assembly-constituency:55,,
7,9,UTTAR PRADESH,5,RAMPUR,38,Milak (SC),Milak,Q25241214,7,RAMPUR,907,,1.26460939679,0.0462526134,country:in/state:up,UP,country:in/state:up/assembly-constituency:38,,
13,9,UTTAR PRADESH,10,GAUTAM BUDDHA NAGAR *,61,Noida,Noida,Q18128793,13,GAUTAM BUDDHA NAGAR,913,,0.70949319103,0.0197734132,country:in/state:up,UP,country:in/state:up/assembly-constituency:61,,
8,9,UTTAR PRADESH,4,MORADABAD,30,Bilari,Bilari,Q25241378,8,SAMBHAL,908,,1.08062496191,0.0376056487,country:in/state:up,UP,country:in/state:up/assembly-constituency:30,,
28,9,UTTAR PRADESH,23,KHERI,137,Palia,Palia,Q25241290,28,KHERI,928,,2.8597070106,0.17906461664,country:in/state:up,UP,country:in/state:up/assembly-constituency:137,,
13,9,UTTAR PRADESH,10,GAUTAM BUDDHA NAGAR *,62,Dadri,"Dadri, Uttar Pradesh",Q25241230,13,GAUTAM BUDDHA NAGAR,913,,1.23884995002,0.03687346945,country:in/state:up,UP,country:in/state:up/assembly-constituency:62,,
14,9,UTTAR PRADESH,11,BULANDSHAHR,65,Bulandshahr,Bulandshahr,Q25241228,14,BULANDSHAHR (SC),914,,1.35584384026,0.02249778451,country:in/state:up,UP,country:in/state:up/assembly-constituency:65,,
13,9,UTTAR PRADESH,11,BULANDSHAHR,64,Sikandrabad,Sikandrabad,Q19806419,13,GAUTAM BUDDHA NAGAR,913,,1.23072395078,0.03838510252,country:in/state:up,UP,country:in/state:up/assembly-constituency:64,,
25,9,UTTAR PRADESH,20,BAREILLY,121,Nawabganj,Nawabganj,Q55739522,25,BAREILLY,925,,1.41239453831,0.05708310287,country:in/state:up,UP,country:in/state:up/assembly-constituency:121,,
14,9,UTTAR PRADESH,11,BULANDSHAHR,67,Anupshahr,Anupshahr,Q19803716,14,BULANDSHAHR (SC),914,,1.76526125993,0.05130445472,country:in/state:up,UP,country:in/state:up/assembly-constituency:67,,
8,9,UTTAR PRADESH,4,MORADABAD,31,Chandausi (SC),Chandausi,Q19806208,8,SAMBHAL,908,,1.02829261741,0.03463470334,country:in/state:up,UP,country:in/state:up/assembly-constituency:31,,
24,9,UTTAR PRADESH,20,BAREILLY,126,Aonla,Aonla,Q25241281,24,AONLA,924,,1.64206119029,0.04755360443,country:in/state:up,UP,country:in/state:up/assembly-constituency:126,,
13,9,UTTAR PRADESH,10,GAUTAM BUDDHA NAGAR *,63,Jewar,Jewar,Q25241394,13,GAUTAM BUDDHA NAGAR,913,,1.99213937665,0.07128664564,country:in/state:up,UP,country:in/state:up/assembly-constituency:63,,
23,9,UTTAR PRADESH,19,BUDAUN,111,Gunnaur,Gunnaur,Q25241208,23,BADAUN,923,,1.53843968194,0.08390552319,country:in/state:up,UP,country:in/state:up/assembly-constituency:111,,
28,9,UTTAR PRADESH,23,KHERI,138,Nighasan,Nighasan,Q25241289,28,KHERI,928,,1.92999960844,0.10005568567,country:in/state:up,UP,country:in/state:up/assembly-constituency:138,,
23,9,UTTAR PRADESH,19,BUDAUN,112,Bisauli (SC),Bisauli,Q25241267,23,BADAUN,923,,1.59409266809,0.05816044605,country:in/state:up,UP,country:in/state:up/assembly-constituency:112,,
27,9,UTTAR PRADESH,22,SHAHJAHANPUR,134,Powayan (SC),Powayan,Q25241287,27,SHAHJAHANPUR (SC),927,,2.02733034398,0.1170722026,country:in/state:up,UP,country:in/state:up/assembly-constituency:134,,
25,9,UTTAR PRADESH,20,BAREILLY,124,Bareilly,Bareilly,Q25241278,25,BAREILLY,925,,0.44887017658,0.00652584518,country:in/state:up,UP,country:in/state:up/assembly-constituency:124,,بریلی
24,9,UTTAR PRADESH,20,BAREILLY,123,Bithari Chainpur,Bithari Chainpur,Q25241279,24,AONLA,924,,2.25588907415,0.04838528355,country:in/state:up,UP,country:in/state:up/assembly-constituency:123,,
14,9,UTTAR PRADESH,11,BULANDSHAHR,69,Shikarpur,Shikarpur,Q25241234,14,BULANDSHAHR (SC),914,,1.33484686431,0.05438281932,country:in/state:up,UP,country:in/state:up/assembly-constituency:69,,
26,9,UTTAR PRADESH,21,PILIBHIT,130,Bisalpur,Bisalpur,Q25241284,26,PILIBHIT,926,,1.84585920786,0.06236326545,country:in/state:up,UP,country:in/state:up/assembly-constituency:130,,
14,9,UTTAR PRADESH,11,BULANDSHAHR,68,Debai,Debai,Q19807158,14,BULANDSHAHR (SC),914,,1.23434439874,0.04586335244,country:in/state:up,UP,country:in/state:up/assembly-constituency:68,"डिबाई विधान सभा निर्वाचन क्षेत्र, उत्तर प्रदेश",
56,9,UTTAR PRADESH,50,BAHRAICH,282,Balha (SC),Balha,Q55740709,56,BAHRAICH (SC),956,,2.02242022494,0.11320009735,country:in/state:up,UP,country:in/state:up/assembly-constituency:282,,
24,9,UTTAR PRADESH,20,BAREILLY,122,Faridpur (SC),Faridpur,Q25241276,24,AONLA,924,,1.57307735405,0.06269567355,country:in/state:up,UP,country:in/state:up/assembly-constituency:122,,
13,9,UTTAR PRADESH,11,BULANDSHAHR,70,Khurja (SC),Khurja,Q19805845,13,GAUTAM BUDDHA NAGAR,913,,1.33858288788,0.05343263566,country:in/state:up,UP,country:in/state:up/assembly-constituency:70,,
25,9,UTTAR PRADESH,20,BAREILLY,125,Bareilly Cantt.,Bareilly Cantt.,Q25241277,25,BAREILLY,925,,0.24993503729,0.00290720768,country:in/state:up,UP,country:in/state:up/assembly-constituency:125,,
23,9,UTTAR PRADESH,19,BUDAUN,113,Sahaswan,Sahaswan,Q25241271,23,BADAUN,923,,1.76123546513,0.08171136982,country:in/state:up,UP,country:in/state:up/assembly-constituency:113,,
28,9,UTTAR PRADESH,23,KHERI,139,Gola Gokrannath,Gola Gokrannath ,Q21753963,28,KHERI,928,,1.82963805873,0.08120934788,country:in/state:up,UP,country:in/state:up/assembly-constituency:139,,
23,9,UTTAR PRADESH,19,BUDAUN,115,Badaun,Badaun,Q25241268,23,BADAUN,923,,1.22030916029,0.04103295286,country:in/state:up,UP,country:in/state:up/assembly-constituency:115,,
27,9,UTTAR PRADESH,22,SHAHJAHANPUR,131,Katra,Katra,Q28178610,27,SHAHJAHANPUR (SC),927,,2.82540430165,0.08607848817,country:in/state:up,UP,country:in/state:up/assembly-constituency:131,,
27,9,UTTAR PRADESH,22,SHAHJAHANPUR,133,Tilhar,Tilhar,Q25241286,27,SHAHJAHANPUR (SC),927,,2.41150397751,0.06419240226,country:in/state:up,UP,country:in/state:up/assembly-constituency:133,,
23,9,UTTAR PRADESH,19,BUDAUN,114,Bilsi,Bilsi,Q25241270,23,BADAUN,923,,1.31230593081,0.06046208257,country:in/state:up,UP,country:in/state:up/assembly-constituency:114,,
15,9,UTTAR PRADESH,12,ALIGARH,71,Khair (SC),Khair,Q19806027,15,ALIGARH,915,,1.85524136884,0.0791008527,country:in/state:up,UP,country:in/state:up/assembly-constituency:71,,
24,9,UTTAR PRADESH,19,BUDAUN,117,Dataganj,Dataganj,Q25241272,24,AONLA,924,,2.12897867409,0.07740619878,country:in/state:up,UP,country:in/state:up/assembly-constituency:117,,
15,9,UTTAR PRADESH,12,ALIGARH,73,Atrauli,Atrauli,Q19803691,15,ALIGARH,915,,1.45018894897,0.05362610923,country:in/state:up,UP,country:in/state:up/assembly-constituency:73,,
15,9,UTTAR PRADESH,12,ALIGARH,72,Barauli,"Barauli, Uttar Pradesh",Q4858504,15,ALIGARH,915,,1.76315213556,0.06476595026,country:in/state:up,UP,country:in/state:up/assembly-constituency:72,,
29,9,UTTAR PRADESH,23,KHERI,144,Mohammdi,Mohammdi,Q25241294,29,DHAURAHRA,929,,1.74280158697,0.07693974903,country:in/state:up,UP,country:in/state:up/assembly-constituency:144,,
28,9,UTTAR PRADESH,23,KHERI,140,Sri Nagar (SC),Sri Nagar,Q25241291,28,KHERI,928,,1.7625486191,0.07466000548,country:in/state:up,UP,country:in/state:up/assembly-constituency:140,,
29,9,UTTAR PRADESH,23,KHERI,141,Dhaurahra,Dhaurahra,Q25241293,29,DHAURAHRA,929,,1.8827776269,0.08616023974,country:in/state:up,UP,country:in/state:up/assembly-constituency:141,,
24,9,UTTAR PRADESH,19,BUDAUN,116,Shekhupur,Shekhupur,Q25241269,24,AONLA,924,,1.89371987584,0.07175553548,country:in/state:up,UP,country:in/state:up/assembly-constituency:116,,
22,9,UTTAR PRADESH,17,ETAH,100,Kasganj,Kasganj,Q25241255,22,ETAH,922,,1.42135507078,0.05567776607,country:in/state:up,UP,country:in/state:up/assembly-constituency:100,,
56,9,UTTAR PRADESH,50,BAHRAICH,283,Nanpara,Nanpara,Q55740710,56,BAHRAICH (SC),956,,1.8143456754,0.06354580309,country:in/state:up,UP,country:in/state:up/assembly-constituency:283,,
27,9,UTTAR PRADESH,22,SHAHJAHANPUR,135,Shahjahanpur,Shahjahanpur,Q55739505,27,SHAHJAHANPUR (SC),927,,0.80500244579,0.01804130743,country:in/state:up,UP,country:in/state:up/assembly-constituency:135,,
16,9,UTTAR PRADESH,12,ALIGARH,77,Iglas (SC),Iglas,Q19803977,16,HATHRAS (SC),916,,1.59550908173,0.06748634968,country:in/state:up,UP,country:in/state:up/assembly-constituency:77,,
17,9,UTTAR PRADESH,14,MATHURA,82,Mant,Mant,Q25241243,17,MATHURA,917,,2.14954351171,0.08212365162,country:in/state:up,UP,country:in/state:up/assembly-constituency:82,,
16,9,UTTAR PRADESH,12,ALIGARH,74,Chharra,Chharra,Q25241237,16,HATHRAS (SC),916,,1.47411771589,0.06285199264,country:in/state:up,UP,country:in/state:up/assembly-constituency:74,,
27,9,UTTAR PRADESH,22,SHAHJAHANPUR,136,Dadraul,Dadraul,Q25241288,27,SHAHJAHANPUR (SC),927,,1.73588752755,0.07607157125,country:in/state:up,UP,country:in/state:up/assembly-constituency:136,,
28,9,UTTAR PRADESH,23,KHERI,142,Lakhimpur,Lakhimpur,Q25241292,28,KHERI,928,,1.38311206552,0.04337746111,country:in/state:up,UP,country:in/state:up/assembly-constituency:142,,
17,9,UTTAR PRADESH,14,MATHURA,81,Chhata,Chhata,Q19806343,17,MATHURA,917,,1.9448826032,0.08291029989,country:in/state:up,UP,country:in/state:up/assembly-constituency:81,,
15,9,UTTAR PRADESH,12,ALIGARH,76,Aligarh,Aligarh,Q25241376,15,ALIGARH,915,,0.33949815824,0.00360700023,country:in/state:up,UP,country:in/state:up/assembly-constituency:76,,
29,9,UTTAR PRADESH,23,KHERI,143,Kasta (SC),Kasta,Q25241295,29,DHAURAHRA,929,,1.63853644971,0.06308792691,country:in/state:up,UP,country:in/state:up/assembly-constituency:143,,
22,9,UTTAR PRADESH,17,ETAH,101,Amanpur,Amanpur,Q25241256,22,ETAH,922,,1.24516575888,0.05085418374,country:in/state:up,UP,country:in/state:up/assembly-constituency:101,,
58,9,UTTAR PRADESH,51,SHRAWASTI *,289,Bhinga,Bhinga,Q55740715,58,SHRAWASTI,958,,1.77742696571,0.1006320192,country:in/state:up,UP,country:in/state:up/assembly-constituency:289,,
56,9,UTTAR PRADESH,50,BAHRAICH,284,Matera,Matera,Q55740711,56,BAHRAICH (SC),956,,1.42006043466,0.04602069313,country:in/state:up,UP,country:in/state:up/assembly-constituency:284,,
15,9,UTTAR PRADESH,12,ALIGARH,75,Koil,Koil,Q19806121,15,ALIGARH,915,,0.56667890493,0.00947765373,country:in/state:up,UP,country:in/state:up/assembly-constituency:75,,
22,9,UTTAR PRADESH,17,ETAH,102,Patiyali,Patiyali,Q25241259,22,ETAH,922,,1.87589443497,0.07549569914,country:in/state:up,UP,country:in/state:up/assembly-constituency:102,,
29,9,UTTAR PRADESH,24,SITAPUR,147,Hargaon (SC),Hargaon,Q25241428,29,DHAURAHRA,929,,1.87459764782,0.06021653041,country:in/state:up,UP,country:in/state:up/assembly-constituency:147,,
58,9,UTTAR PRADESH,51,SHRAWASTI *,290,Shrawasti,Shrawasti,Q55740716,58,SHRAWASTI,958,,2.23214786747,0.07778678756,country:in/state:up,UP,country:in/state:up/assembly-constituency:290,,
16,9,UTTAR PRADESH,13,HATHRAS *,80,Sikandra Rao,Sikandra Rao,Q19806421,16,HATHRAS (SC),916,,1.7125689062,0.06976559913,country:in/state:up,UP,country:in/state:up/assembly-constituency:80,,
29,9,UTTAR PRADESH,24,SITAPUR,145,Maholi,Maholi,Q25241296,29,DHAURAHRA,929,,1.68704101171,0.08179846128,country:in/state:up,UP,country:in/state:up/assembly-constituency:145,,
58,9,UTTAR PRADESH,52,BALRAMPUR *,291,Tulsipur,Tulsipur,Q55740717,58,SHRAWASTI,958,,1.68142914843,0.09558195175,country:in/state:up,UP,country:in/state:up/assembly-constituency:291,,
16,9,UTTAR PRADESH,13,HATHRAS *,78,Hathras (SC),Hathras,Q25241238,16,HATHRAS (SC),916,,1.23884659284,0.03221728675,country:in/state:up,UP,country:in/state:up/assembly-constituency:78,,
27,9,UTTAR PRADESH,22,SHAHJAHANPUR,132,Jalalabad,Jalalabad,Q25241285,27,SHAHJAHANPUR (SC),927,,2.23703098585,0.05774788298,country:in/state:up,UP,country:in/state:up/assembly-constituency:132,,
22,9,UTTAR PRADESH,17,ETAH,105,Marhara,Marhara,Q25241260,22,ETAH,922,,1.57762789044,0.0529891005,country:in/state:up,UP,country:in/state:up/assembly-constituency:105,,
30,9,UTTAR PRADESH,24,SITAPUR,148,Laharpur,Laharpur,Q25241429,30,SITAPUR,930,,1.6447528968,0.0564474213,country:in/state:up,UP,country:in/state:up/assembly-constituency:148,,
31,9,UTTAR PRADESH,25,HARDOI,155,Shahabad,Shahabad,Q38825024,31,HARDOI (SC),931,,1.56703655201,0.06935074451,country:in/state:up,UP,country:in/state:up/assembly-constituency:155,,
