OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,toreconcile,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB,NAME_HI,NAME_UR
31,9,UTTAR PRADESH,25,HARDOI,157,Gopamau (SC),Gopamau,Q55740633,31,HARDOI (SC),931,,1.76751503914,0.05654796858,country:in/state:up,UP,country:in/state:up/assembly-constituency:157,,
56,9,UTTAR PRADESH,50,BAHRAICH,285,Mahasi,Mahasi,Q55740712,56,BAHRAICH (SC),956,,1.73940786673,0.07405866566,country:in/state:up,UP,country:in/state:up/assembly-constituency:285,,
40,9,UTTAR PRADESH,29,FARRUKHABAD,192,Kaimganj (SC),Kaimganj,Q55740658,40,FARRUKHABAD,940,,1.73233872738,0.07016531932,country:in/state:up,UP,country:in/state:up/assembly-constituency:192,,
31,9,UTTAR PRADESH,25,HARDOI,154,Sawaijpur,Sawayazpur,Q28169264,31,HARDOI (SC),931,,1.93654405883,0.09062017168,country:in/state:up,UP,country:in/state:up/assembly-constituency:154,,
30,9,UTTAR PRADESH,24,SITAPUR,150,Sevata,Sevata,Q25241431,30,SITAPUR,930,,1.65266904338,0.06526832692,country:in/state:up,UP,country:in/state:up/assembly-constituency:150,,
58,9,UTTAR PRADESH,52,BALRAMPUR *,292,Gainsari,Gainsari,Q55740718,58,SHRAWASTI,958,,1.94191145003,0.09940585322,country:in/state:up,UP,country:in/state:up/assembly-constituency:292,,
17,9,UTTAR PRADESH,14,MATHURA,83,Goverdhan,Goverdhan,Q19806129,17,MATHURA,917,,1.92023260336,0.07900065853,country:in/state:up,UP,country:in/state:up/assembly-constituency:83,,
30,9,UTTAR PRADESH,24,SITAPUR,149,Biswan,Biswan,Q25241430,30,SITAPUR,930,,1.22779018408,0.05469894346,country:in/state:up,UP,country:in/state:up/assembly-constituency:149,,
40,9,UTTAR PRADESH,17,ETAH,103,Aliganj,Aliganj,Q25241258,40,FARRUKHABAD,940,,1.54420437785,0.05892449117,country:in/state:up,UP,country:in/state:up/assembly-constituency:103,,
16,9,UTTAR PRADESH,13,HATHRAS *,79,Sadabad,Sadabad,Q19806337,16,HATHRAS (SC),916,,1.6434809412,0.05992482466,country:in/state:up,UP,country:in/state:up/assembly-constituency:79,,
40,9,UTTAR PRADESH,29,FARRUKHABAD,193,Amritpur,Amritpur,Q55740659,40,FARRUKHABAD,940,,2.74968576173,0.06130566947,country:in/state:up,UP,country:in/state:up/assembly-constituency:193,,
22,9,UTTAR PRADESH,17,ETAH,104,Etah,Etah,Q25241262,22,ETAH,922,,1.39225572739,0.04924716875,country:in/state:up,UP,country:in/state:up/assembly-constituency:104,,
18,9,UTTAR PRADESH,17,ETAH,106,Jalesar (SC),Jalesar,Q25241261,18,AGRA (SC),918,,1.71409237547,0.06305215306,country:in/state:up,UP,country:in/state:up/assembly-constituency:106,,
56,9,UTTAR PRADESH,50,BAHRAICH,286,Bahraich,Bahraich (Assembly constituency),Q28041947,56,BAHRAICH (SC),956,,1.41645679333,0.03674854537,country:in/state:up,UP,country:in/state:up/assembly-constituency:286,बहराइच,بہرائچ اسمبلی حلقہ
30,9,UTTAR PRADESH,24,SITAPUR,146,Sitapur,Sitapur,Q25241427,30,SITAPUR,930,,1.05965479865,0.02578871301,country:in/state:up,UP,country:in/state:up/assembly-constituency:146,,
17,9,UTTAR PRADESH,14,MATHURA,85,Baldev (SC),Baldev,Q25241245,17,MATHURA,917,,1.75459355955,0.05762141111,country:in/state:up,UP,country:in/state:up/assembly-constituency:85,,
17,9,UTTAR PRADESH,14,MATHURA,84,Mathura,Mathura,Q55739496,17,MATHURA,917,,0.35475751102,0.00376970692,country:in/state:up,UP,country:in/state:up/assembly-constituency:84,,
31,9,UTTAR PRADESH,25,HARDOI,156,Hardoi,Hardoi,Q28169272,31,HARDOI (SC),931,,1.55561683179,0.06028418755,country:in/state:up,UP,country:in/state:up/assembly-constituency:156,,
58,9,UTTAR PRADESH,52,BALRAMPUR *,294,Balrampur (SC),Balrampur,Q55767583,58,SHRAWASTI,958,,1.58217469933,0.05904005077,country:in/state:up,UP,country:in/state:up/assembly-constituency:294,,
20,9,UTTAR PRADESH,16,FIROZABAD,96,Jasrana,Jasrana,Q25241252,20,FIROZABAD,920,,1.49997200944,0.06689256262,country:in/state:up,UP,country:in/state:up/assembly-constituency:96,,
57,9,UTTAR PRADESH,50,BAHRAICH,287,Payagpur,Payagpur,Q55740713,57,KAISERGANJ,957,,2.05781783863,0.06206202872,country:in/state:up,UP,country:in/state:up/assembly-constituency:287,,
32,9,UTTAR PRADESH,24,SITAPUR,153,Misrikh (SC),Misrikh,Q28169262,32,MISRIKH (SC),932,,1.61084847656,0.06694485785,country:in/state:up,UP,country:in/state:up/assembly-constituency:153,,
30,9,UTTAR PRADESH,24,SITAPUR,151,Mahmoodabad,Mahmoodabad,Q25241432,30,SITAPUR,930,,1.31188815854,0.05162058608,country:in/state:up,UP,country:in/state:up/assembly-constituency:151,,
60,9,UTTAR PRADESH,54,SIDDHARTHNAGAR,302,Shohratgarh,Shohratgarh,Q55740727,60,DOMARIYAGANJ,960,,1.4790262478,0.06068516676,country:in/state:up,UP,country:in/state:up/assembly-constituency:302,,
21,9,UTTAR PRADESH,18,MAINPURI,107,Mainpuri,Mainpuri,Q25241263,21,MAINPURI,921,,1.30029169064,0.0470814046,country:in/state:up,UP,country:in/state:up/assembly-constituency:107,,
57,9,UTTAR PRADESH,50,BAHRAICH,288,Kaiserganj,Kaiserganj,Q55740714,57,KAISERGANJ,957,,1.75670689432,0.05614168093,country:in/state:up,UP,country:in/state:up/assembly-constituency:288,,
63,9,UTTAR PRADESH,57,MAHARAJGANJ,316,Nautanwa,Nautanwa,Q55740739,63,MAHARAJGANJ,963,,1.51125327333,0.06436710621,country:in/state:up,UP,country:in/state:up/assembly-constituency:316,,
40,9,UTTAR PRADESH,29,FARRUKHABAD,194,Farrukhabad,Farrukhabad,Q55740660,40,FARRUKHABAD,940,,0.90297951708,0.01598805708,country:in/state:up,UP,country:in/state:up/assembly-constituency:194,,
60,9,UTTAR PRADESH,54,SIDDHARTHNAGAR,303,Kapilvastu (SC),Kapilvastu,Q55740728,60,DOMARIYAGANJ,960,,1.45413660592,0.05518300115,country:in/state:up,UP,country:in/state:up/assembly-constituency:303,,
21,9,UTTAR PRADESH,18,MAINPURI,108,Bhongaon,Bhongaon,Q25241264,21,MAINPURI,921,,1.62900698946,0.04619014799,country:in/state:up,UP,country:in/state:up/assembly-constituency:108,,
18,9,UTTAR PRADESH,15,AGRA,86,Etmadpur,Etmadpur,Q19804736,18,AGRA (SC),918,,1.35914308912,0.04480909361,country:in/state:up,UP,country:in/state:up/assembly-constituency:86,,
59,9,UTTAR PRADESH,53,GONDA,295,Mehnaun,Mehnaun,Q55740720,59,GONDA,959,,1.5990088555,0.05370481332,country:in/state:up,UP,country:in/state:up/assembly-constituency:295,,
34,9,UTTAR PRADESH,24,SITAPUR,152,Sidhauli (SC),Sidhauli,Q25241433,34,MOHANLALGANJ (SC),934,,1.61227728521,0.06140370696,country:in/state:up,UP,country:in/state:up/assembly-constituency:152,,
60,9,UTTAR PRADESH,54,SIDDHARTHNAGAR,305,Itwa,Itwa,Q25209214,60,DOMARIYAGANJ,960,,1.8859524417,0.04473038204,country:in/state:up,UP,country:in/state:up/assembly-constituency:305,,
63,9,UTTAR PRADESH,57,MAHARAJGANJ,317,Siswa,Siswa,Q55740740,63,MAHARAJGANJ,963,,1.46272926081,0.05397049677,country:in/state:up,UP,country:in/state:up/assembly-constituency:317,,
31,9,UTTAR PRADESH,25,HARDOI,158,Sandi (SC),Sandi,Q55740634,31,HARDOI (SC),931,,1.96095602015,0.07136612439,country:in/state:up,UP,country:in/state:up/assembly-constituency:158,,
20,9,UTTAR PRADESH,16,FIROZABAD,95,Tundla (SC),Tundla,Q19807164,20,FIROZABAD,920,,1.59075133699,0.04651977884,country:in/state:up,UP,country:in/state:up/assembly-constituency:95,,
40,9,UTTAR PRADESH,29,FARRUKHABAD,195,Bhojpur,Bhojpur,Q55767577,40,FARRUKHABAD,940,,1.55989350026,0.05142439415,country:in/state:up,UP,country:in/state:up/assembly-constituency:195,,
59,9,UTTAR PRADESH,52,BALRAMPUR *,293,Utraula,Utraula,Q55740719,59,GONDA,959,,1.68866177287,0.05194006603,country:in/state:up,UP,country:in/state:up/assembly-constituency:293,,
21,9,UTTAR PRADESH,18,MAINPURI,110,Karhal,Karhal,Q25241266,21,MAINPURI,921,,1.92289833661,0.07505921741,country:in/state:up,UP,country:in/state:up/assembly-constituency:110,,
57,9,UTTAR PRADESH,53,GONDA,297,Katra Bazar,Katra Bazar,Q55740722,57,KAISERGANJ,957,,1.56115411836,0.05590230362,country:in/state:up,UP,country:in/state:up/assembly-constituency:297,,
32,9,UTTAR PRADESH,25,HARDOI,160,Balamau (SC),Balamau,Q55740636,32,MISRIKH (SC),932,,1.90151916487,0.08425479254,country:in/state:up,UP,country:in/state:up/assembly-constituency:160,,
63,9,UTTAR PRADESH,57,MAHARAJGANJ,318,Maharajganj (SC),Maharajganj,Q55767584,63,MAHARAJGANJ,963,,1.43385185958,0.05263992334,country:in/state:up,UP,country:in/state:up/assembly-constituency:318,,
53,9,UTTAR PRADESH,46,BARABANKI,266,Kursi,Kursi,Q6446539,53,BARABANKI (SC),953,,2.06064575165,0.06415859851,country:in/state:up,UP,country:in/state:up/assembly-constituency:266,,
19,9,UTTAR PRADESH,15,AGRA,91,Fatehpur Sikri,Fatehpur Sikri,Q25241246,19,FATEHPUR SIKRI,919,,1.75443375967,0.06271446969,country:in/state:up,UP,country:in/state:up/assembly-constituency:91,,
19,9,UTTAR PRADESH,15,AGRA,90,Agra Rural (SC),Agra Rural,Q19803805,19,FATEHPUR SIKRI,919,,1.5883273275,0.04100620876,country:in/state:up,UP,country:in/state:up/assembly-constituency:90,,
63,9,UTTAR PRADESH,57,MAHARAJGANJ,315,Pharenda,Pharenda,Q55740738,63,MAHARAJGANJ,963,,1.44412643997,0.0471671707,country:in/state:up,UP,country:in/state:up/assembly-constituency:315,,
53,9,UTTAR PRADESH,46,BARABANKI,267,Ram Nagar,Ram Nagar,Q7288531,53,BARABANKI (SC),953,,1.6125504557,0.06169276151,country:in/state:up,UP,country:in/state:up/assembly-constituency:267,,
65,9,UTTAR PRADESH,59,KUSHINAGAR *,329,Khadda,Khadda,Q55740751,65,KUSHI NAGAR,965,,1.60826686866,0.05005288881,country:in/state:up,UP,country:in/state:up/assembly-constituency:329,,
60,9,UTTAR PRADESH,54,SIDDHARTHNAGAR,306,Domariyaganj,Doomariyaganj,Q55740729,60,DOMARIYAGANJ,960,,1.95197424893,0.05658863448,country:in/state:up,UP,country:in/state:up/assembly-constituency:306,,
60,9,UTTAR PRADESH,54,SIDDHARTHNAGAR,304,Bansi,Bansi,Q30716987,60,DOMARIYAGANJ,960,,1.61865823128,0.04128379215,country:in/state:up,UP,country:in/state:up/assembly-constituency:304,,
18,9,UTTAR PRADESH,15,AGRA,89,Agra North,Agra North,Q19803804,18,AGRA (SC),918,,0.3282453337,0.0038901569,country:in/state:up,UP,country:in/state:up/assembly-constituency:89,,
20,9,UTTAR PRADESH,16,FIROZABAD,98,Shikohabad,Shikohabad,Q25241254,20,FIROZABAD,920,,1.67701086732,0.05103519949,country:in/state:up,UP,country:in/state:up/assembly-constituency:98,,
20,9,UTTAR PRADESH,16,FIROZABAD,99,Sirsaganj,Sirsaganj,Q25241257,20,FIROZABAD,920,,1.56030769464,0.0492763319,country:in/state:up,UP,country:in/state:up/assembly-constituency:99,,
21,9,UTTAR PRADESH,18,MAINPURI,109,Kishani (SC),Kishni,Q25241265,21,MAINPURI,921,,1.9783761465,0.08288526372,country:in/state:up,UP,country:in/state:up/assembly-constituency:109,,
59,9,UTTAR PRADESH,53,GONDA,296,Gonda,Gonda,Q55740721,59,GONDA,959,,1.08873893325,0.03284472765,country:in/state:up,UP,country:in/state:up/assembly-constituency:296,,
32,9,UTTAR PRADESH,25,HARDOI,159,Bilgram-Mallanwan,Bilgram-Mallanwan,Q55740635,32,MISRIKH (SC),932,,1.48355659692,0.06384517562,country:in/state:up,UP,country:in/state:up/assembly-constituency:159,,
18,9,UTTAR PRADESH,15,AGRA,88,Agra South,Agra South,Q19803803,18,AGRA (SC),918,,0.22051535706,0.0014783512,country:in/state:up,UP,country:in/state:up/assembly-constituency:88,,
42,9,UTTAR PRADESH,30,KANNAUJ *,196,Chhibramau,Chhibramau,Q55740661,42,KANNAUJ,942,,1.56225072492,0.05382571399,country:in/state:up,UP,country:in/state:up/assembly-constituency:196,,
32,9,UTTAR PRADESH,25,HARDOI,161,Sandila,Sandila,Q55740637,32,MISRIKH (SC),932,,1.35767967608,0.04964264549,country:in/state:up,UP,country:in/state:up/assembly-constituency:161,,
18,9,UTTAR PRADESH,15,AGRA,87,Agra Cantt. (SC),Agra Cantonment,Q19803802,18,AGRA (SC),918,,0.37265942389,0.00487345134,country:in/state:up,UP,country:in/state:up/assembly-constituency:87,,
20,9,UTTAR PRADESH,16,FIROZABAD,97,Firozabad,Firozabad,Q25241253,20,FIROZABAD,920,,0.18286090087,0.00145090511,country:in/state:up,UP,country:in/state:up/assembly-constituency:97,,
42,9,UTTAR PRADESH,30,KANNAUJ *,198,Kannauj (SC),Kannauj,Q55740663,42,KANNAUJ,942,,1.565356579,0.05918587797,country:in/state:up,UP,country:in/state:up/assembly-constituency:198,,
19,9,UTTAR PRADESH,15,AGRA,93,Fatehabad,Fatehabad,Q25241249,19,FATEHPUR SIKRI,919,,1.75875136325,0.06061917266,country:in/state:up,UP,country:in/state:up/assembly-constituency:93,,
59,9,UTTAR PRADESH,53,GONDA,300,Mankapur (SC),Mankapur,Q55740725,59,GONDA,959,,1.65541959291,0.05965290172,country:in/state:up,UP,country:in/state:up/assembly-constituency:300,,
57,9,UTTAR PRADESH,53,GONDA,298,Colonelganj,Colonelganj,Q55740723,57,KAISERGANJ,957,,1.45801243376,0.0572717275,country:in/state:up,UP,country:in/state:up/assembly-constituency:298,,
59,9,UTTAR PRADESH,53,GONDA,301,Gaura,Gaura,Q55740726,59,GONDA,959,,1.35332997649,0.04768693223,country:in/state:up,UP,country:in/state:up/assembly-constituency:301,,
34,9,UTTAR PRADESH,27,LUCKNOW,169,Bakshi Kaa Talab,Bakshi Kaa Talab,Q23043460,34,MOHANLALGANJ (SC),934,,1.69203161079,0.04741217581,country:in/state:up,UP,country:in/state:up/assembly-constituency:169,,
64,9,UTTAR PRADESH,58,GORAKHPUR,320,Caimpiyarganj,Caimpiyarganj,Q55740742,64,GORAKHPUR,964,,1.91235322117,0.04093311039,country:in/state:up,UP,country:in/state:up/assembly-constituency:320,,
61,9,UTTAR PRADESH,55,BASTI,309,Rudhauli,Rudhauli,Q55740732,61,BASTI,961,,1.42294148759,0.05947938875,country:in/state:up,UP,country:in/state:up/assembly-constituency:309,,
53,9,UTTAR PRADESH,46,BARABANKI,268,Barabanki,Barabanki,Q4858078,53,BARABANKI (SC),953,,1.35506327637,0.04383474414,country:in/state:up,UP,country:in/state:up/assembly-constituency:268,,
57,9,UTTAR PRADESH,53,GONDA,299,Tarabganj,Tarabganj,Q55740724,57,KAISERGANJ,957,,1.26032486377,0.05657402537,country:in/state:up,UP,country:in/state:up/assembly-constituency:299,,
19,9,UTTAR PRADESH,15,AGRA,92,Kheragarh,Kheragarh,Q19806016,19,FATEHPUR SIKRI,919,,2.23560283287,0.06737240034,country:in/state:up,UP,country:in/state:up/assembly-constituency:92,,
34,9,UTTAR PRADESH,27,LUCKNOW,168,Malihabad (SC),Malihabad,Q25205843,34,MOHANLALGANJ (SC),934,,1.6126891254,0.05759105472,country:in/state:up,UP,country:in/state:up/assembly-constituency:168,,
62,9,UTTAR PRADESH,56,SANT KABIR NAGAR *,312,Menhdawal,Menhdawal,Q55740735,62,SANT KABIR NAGAR,962,,1.5176882349,0.06159909479,country:in/state:up,UP,country:in/state:up/assembly-constituency:312,,
63,9,UTTAR PRADESH,57,MAHARAJGANJ,319,Paniyra,Paniyara,Q55740741,63,MAHARAJGANJ,963,,1.28192462288,0.04963887625,country:in/state:up,UP,country:in/state:up/assembly-constituency:319,,
42,9,UTTAR PRADESH,30,KANNAUJ *,197,Tirwa,Tirwa,Q55740662,42,KANNAUJ,942,,1.86046744705,0.07725727881,country:in/state:up,UP,country:in/state:up/assembly-constituency:197,,
65,9,UTTAR PRADESH,59,KUSHINAGAR *,330,Padrauna,Padrauna,Q30599221,65,KUSHI NAGAR,965,,1.02250275094,0.03234769565,country:in/state:up,UP,country:in/state:up/assembly-constituency:330,,
53,9,UTTAR PRADESH,46,BARABANKI,269,Zaidpur (SC),Zaidpur,Q8064792,53,BARABANKI (SC),953,,1.97060895455,0.04938732162,country:in/state:up,UP,country:in/state:up/assembly-constituency:269,,
33,9,UTTAR PRADESH,26,UNNAO,162,Bangermau,Bangermau,Q55740638,33,UNNAO,933,,1.38292611026,0.06610035209,country:in/state:up,UP,country:in/state:up/assembly-constituency:162,,
21,9,UTTAR PRADESH,31,ETAWAH,199,Jaswantnagar,Jaswantnagar,Q18126239,21,MAINPURI,921,,2.02084290442,0.0698544367,country:in/state:up,UP,country:in/state:up/assembly-constituency:199,,
19,9,UTTAR PRADESH,15,AGRA,94,Bah,Bah,Q25241250,19,FATEHPUR SIKRI,919,,2.21954244877,0.07910250838,country:in/state:up,UP,country:in/state:up/assembly-constituency:94,,
54,9,UTTAR PRADESH,46,BARABANKI,270,Dariyabad,Dariyabad,Q5223044,54,FAIZABAD,954,,1.78393152423,0.06837402128,country:in/state:up,UP,country:in/state:up/assembly-constituency:270,,
33,9,UTTAR PRADESH,26,UNNAO,164,Mohan (SC),Mohan,Q55740640,33,UNNAO,933,,2.14253148328,0.06294004726,country:in/state:up,UP,country:in/state:up/assembly-constituency:164,,
65,9,UTTAR PRADESH,59,KUSHINAGAR *,335,Ramkola (SC),Ramkola,Q55740755,65,KUSHI NAGAR,965,,1.35920241996,0.03383755577,country:in/state:up,UP,country:in/state:up/assembly-constituency:335,,
61,9,UTTAR PRADESH,55,BASTI,308,Kaptanganj,Kaptanganj,Q55740731,61,BASTI,961,,1.44778020816,0.04758353262,country:in/state:up,UP,country:in/state:up/assembly-constituency:308,,
33,9,UTTAR PRADESH,26,UNNAO,163,Safipur (SC),Safipur,Q55740639,33,UNNAO,933,,1.49652801054,0.06089216309,country:in/state:up,UP,country:in/state:up/assembly-constituency:163,,
61,9,UTTAR PRADESH,55,BASTI,307,Harraiya,Harraiya,Q55740730,61,BASTI,961,,1.34255132916,0.06190632727,country:in/state:up,UP,country:in/state:up/assembly-constituency:307,,
32,9,UTTAR PRADESH,34,KANPUR NAGAR,209,Bilhaur (SC),Bilhaur,Q17198873,32,MISRIKH (SC),932,,1.69766907925,0.07743188602,country:in/state:up,UP,country:in/state:up/assembly-constituency:209,,
42,9,UTTAR PRADESH,32,AURAIYA *,202,Bidhuna,Bidhuna,Q55740666,42,KANNAUJ,942,,1.71906967862,0.07362385073,country:in/state:up,UP,country:in/state:up/assembly-constituency:202,,
64,9,UTTAR PRADESH,58,GORAKHPUR,321,Pipraich,Pipraich,Q55740743,64,GORAKHPUR,964,,1.18212628099,0.03704784754,country:in/state:up,UP,country:in/state:up/assembly-constituency:321,,
35,9,UTTAR PRADESH,27,LUCKNOW,172,Lucknow North,Lucknow North (Vidhan Sabha constituency),Q16887857,35,LUCKNOW,935,,0.33195819349,0.00394915251,country:in/state:up,UP,country:in/state:up/assembly-constituency:172,,
62,9,UTTAR PRADESH,56,SANT KABIR NAGAR *,313,Khalilabad,Khalilabad,Q55740736,62,SANT KABIR NAGAR,962,,1.44715604772,0.0388810585,country:in/state:up,UP,country:in/state:up/assembly-constituency:313,,
41,9,UTTAR PRADESH,31,ETAWAH,200,Etawah,Etawah,Q55740664,41,ETAWAH (SC),941,,1.34955828466,0.04821233901,country:in/state:up,UP,country:in/state:up/assembly-constituency:200,,
35,9,UTTAR PRADESH,27,LUCKNOW,173,Lucknow East,Lucknow East,Q17070217,35,LUCKNOW,935,,0.33130316453,0.00387140808,country:in/state:up,UP,country:in/state:up/assembly-constituency:173,,
35,9,UTTAR PRADESH,27,LUCKNOW,171,Lucknow West,Lucknow West,Q17070282,35,LUCKNOW,935,,0.35315644119,0.00455981809,country:in/state:up,UP,country:in/state:up/assembly-constituency:171,,
66,9,UTTAR PRADESH,59,KUSHINAGAR *,332,Fazilnagar,Fazilnagar,Q55740752,66,DEORIA,966,,1.25483990141,0.03495198291,country:in/state:up,UP,country:in/state:up/assembly-constituency:332,,
64,9,UTTAR PRADESH,58,GORAKHPUR,324,Sahajanwa,Sahajanwa,Q55740746,64,GORAKHPUR,964,,1.51130264249,0.04180057157,country:in/state:up,UP,country:in/state:up/assembly-constituency:324,,
65,9,UTTAR PRADESH,59,KUSHINAGAR *,334,Hata,Hata,Q55740754,65,KUSHI NAGAR,965,,1.12457327857,0.03678442675,country:in/state:up,UP,country:in/state:up/assembly-constituency:334,,
65,9,UTTAR PRADESH,59,KUSHINAGAR *,333,Kushinagar,Kushinagar,Q55740753,65,KUSHI NAGAR,965,,1.13797257631,0.03277205293,country:in/state:up,UP,country:in/state:up/assembly-constituency:333,,
66,9,UTTAR PRADESH,59,KUSHINAGAR *,331,Tamkuhi Raj,Tamkuhi Raj,Q48724910,66,DEORIA,966,,1.34370186011,0.04098595701,country:in/state:up,UP,country:in/state:up/assembly-constituency:331,,
61,9,UTTAR PRADESH,55,BASTI,310,Basti Sadar,Basti Sadar,Q55740733,61,BASTI,961,,1.08160380009,0.025950374,country:in/state:up,UP,country:in/state:up/assembly-constituency:310,,
41,9,UTTAR PRADESH,31,ETAWAH,201,Bharthana (SC),Bharthana,Q55740665,41,ETAWAH (SC),941,,1.76646385241,0.09378247563,country:in/state:up,UP,country:in/state:up/assembly-constituency:201,,
35,9,UTTAR PRADESH,27,LUCKNOW,174,Lucknow Central,Lucknow Central,Q17070201,35,LUCKNOW,935,,0.29680753017,0.00285458054,country:in/state:up,UP,country:in/state:up/assembly-constituency:174,,
54,9,UTTAR PRADESH,46,BARABANKI,271,Rudauli,Rudauli,Q55740702,54,FAIZABAD,954,,1.61590759408,0.05652325272,country:in/state:up,UP,country:in/state:up/assembly-constituency:271,,
34,9,UTTAR PRADESH,27,LUCKNOW,170,Sarojini Nagar,Sarojini Nagar,Q25241410,34,MOHANLALGANJ (SC),934,,1.43940534203,0.04223861949,country:in/state:up,UP,country:in/state:up/assembly-constituency:170,,
64,9,UTTAR PRADESH,58,GORAKHPUR,322,Gorakhpur Urban,Gorakhpur Urban,Q30684116,64,GORAKHPUR,964,,0.59042290869,0.00888223105,country:in/state:up,UP,country:in/state:up/assembly-constituency:322,,
35,9,UTTAR PRADESH,27,LUCKNOW,175,Lucknow Cantt.,Lucknow Cantonment,Q17070198,35,LUCKNOW,935,,0.36931832907,0.00478836217,country:in/state:up,UP,country:in/state:up/assembly-constituency:175,,
34,9,UTTAR PRADESH,27,LUCKNOW,176,Mohanlalganj (SC),Mohanlalganj,Q25205097,34,MOHANLALGANJ (SC),934,,1.42255519661,0.06228205017,country:in/state:up,UP,country:in/state:up/assembly-constituency:176,,
42,9,UTTAR PRADESH,33,KANPUR DEHAT,205,Rasulabad (SC),Rasulabad (Vidhan Sabha constituency),Q18220106,42,KANNAUJ,942,,1.69807969094,0.07864638112,country:in/state:up,UP,country:in/state:up/assembly-constituency:205,,
54,9,UTTAR PRADESH,47,FAIZABAD,274,Bikapur,Bikapur,Q55740704,54,FAIZABAD,954,,1.64284895376,0.04991159023,country:in/state:up,UP,country:in/state:up/assembly-constituency:274,,
54,9,UTTAR PRADESH,47,FAIZABAD,275,Ayodhya,Ayodhya,Q55740705,54,FAIZABAD,954,,0.96487501005,0.03282055254,country:in/state:up,UP,country:in/state:up/assembly-constituency:275,,
41,9,UTTAR PRADESH,32,AURAIYA *,203,Dibiyapur,Dibiyapur,Q55740667,41,ETAWAH (SC),941,,1.77634307612,0.05948734355,country:in/state:up,UP,country:in/state:up/assembly-constituency:203,,
64,9,UTTAR PRADESH,58,GORAKHPUR,323,Gorakhpur Rural,Gorakhpur Rural,Q55740745,64,GORAKHPUR,964,,1.03420528406,0.02108805684,country:in/state:up,UP,country:in/state:up/assembly-constituency:323,,
53,9,UTTAR PRADESH,46,BARABANKI,272,Haidergarh (SC),Haidergarh,Q17054374,53,BARABANKI (SC),953,,1.58319580789,0.05664891946,country:in/state:up,UP,country:in/state:up/assembly-constituency:272,,
66,9,UTTAR PRADESH,60,DEORIA,338,Pathardeva,Pathardeva,Q48724918,66,DEORIA,966,,1.21697020421,0.03630997583,country:in/state:up,UP,country:in/state:up/assembly-constituency:338,,
67,9,UTTAR PRADESH,58,GORAKHPUR,326,Chauri-Chaura,Chauri-Chaura,Q55740748,67,BANSGAON (SC),967,,1.17613163639,0.03131744116,country:in/state:up,UP,country:in/state:up/assembly-constituency:326,,
61,9,UTTAR PRADESH,55,BASTI,311,Mahadewa (SC),Mahadewa,Q55740734,61,BASTI,961,,1.42904536401,0.05754249864,country:in/state:up,UP,country:in/state:up/assembly-constituency:311,,
54,9,UTTAR PRADESH,47,FAIZABAD,273,Milkipur (SC),Milkipur,Q55740703,54,FAIZABAD,954,,1.6263693123,0.06091210146,country:in/state:up,UP,country:in/state:up/assembly-constituency:273,,
55,9,UTTAR PRADESH,47,FAIZABAD,276,Goshainganj,Goshainganj,Q55740706,55,AMBEDKAR NAGAR,955,,2.04932668566,0.05285545193,country:in/state:up,UP,country:in/state:up/assembly-constituency:276,,
66,9,UTTAR PRADESH,60,DEORIA,337,Deoria,Deoria,Q48724914,66,DEORIA,966,,1.08354688918,0.02603539577,country:in/state:up,UP,country:in/state:up/assembly-constituency:337,,
33,9,UTTAR PRADESH,26,UNNAO,165,Unnao,Unnao (Vidhan Sabha constituency),Q18220100,33,UNNAO,933,,1.08654141662,0.04700922202,country:in/state:up,UP,country:in/state:up/assembly-constituency:165,,
62,9,UTTAR PRADESH,56,SANT KABIR NAGAR *,314,Dhanghata (SC),Dhanghata,Q55740737,62,SANT KABIR NAGAR,962,,1.38749756846,0.04553108377,country:in/state:up,UP,country:in/state:up/assembly-constituency:314,,
62,9,UTTAR PRADESH,58,GORAKHPUR,325,Khajani (SC),Khajani,Q55740747,62,SANT KABIR NAGAR,962,,1.43382826612,0.04127753047,country:in/state:up,UP,country:in/state:up/assembly-constituency:325,,
55,9,UTTAR PRADESH,48,AMBEDKAR NAGAR *,277,Katehari,Katehari,Q55740707,55,AMBEDKAR NAGAR,955,,1.71359664436,0.05689223288,country:in/state:up,UP,country:in/state:up/assembly-constituency:277,,
33,9,UTTAR PRADESH,26,UNNAO,167,Purwa,Purwa,Q55740642,33,UNNAO,933,,2.11780678805,0.09208490277,country:in/state:up,UP,country:in/state:up/assembly-constituency:167,,
37,9,UTTAR PRADESH,49,SULTANPUR,184,Jagdishpur (SC),Jagdishpur,Q55767576,37,AMETHI,937,,1.85226201828,0.05193006626,country:in/state:up,UP,country:in/state:up/assembly-constituency:184,,
44,9,UTTAR PRADESH,34,KANPUR NAGAR,210,Bithoor,Bithoor,Q17019403,44,AKBARPUR,944,,2.3949649295,0.06094826341,country:in/state:up,UP,country:in/state:up/assembly-constituency:210,,
67,9,UTTAR PRADESH,58,GORAKHPUR,327,Bansgaon (SC),Bansgaon,Q55740749,67,BANSGAON (SC),967,,1.28934977829,0.03506691466,country:in/state:up,UP,country:in/state:up/assembly-constituency:327,,
