OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,toreconcile,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB,NAME_HI
1,13,NAGALAND,2,TUENSANG,50,Longleng,Longleng,Q55594023,1,NAGALAND,1301,Pre delimitation,0.72551580715,0.02297646946,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:50,
1,13,NAGALAND,3,MOKOKCHUNG,22,Arkakong,Arkakong,Q55593996,1,NAGALAND,1301,Pre delimitation,0.57666995395,0.01601168357,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:22,
1,13,NAGALAND,3,MOKOKCHUNG,29,Jangpetkong,Jangpetkong,Q55594003,1,NAGALAND,1301,Pre delimitation,0.79022506034,0.01950131416,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:29,
1,13,NAGALAND,1,MON,48,Moka,Moka,Q55594021,1,NAGALAND,1301,Pre delimitation,0.61360026804,0.01357938726,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:48,
1,13,NAGALAND,5,WOKHA,40,Bhandari,Bhandari,Q55594013,1,NAGALAND,1301,Pre delimitation,2.10527076917,0.07839097972,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:40,
1,13,NAGALAND,2,TUENSANG,51,Noksen,Noksen,Q23197995,1,NAGALAND,1301,Pre delimitation,0.88392637906,0.02058937215,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:51,
1,13,NAGALAND,2,TUENSANG,55,Tobu,Tobu,Q55594027,1,NAGALAND,1301,Pre delimitation,0.67519766242,0.02404089784,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:55,
1,13,NAGALAND,3,MOKOKCHUNG,24,Angetyongpang,Angetyongpang,Q55593998,1,NAGALAND,1301,Pre delimitation,0.68090260403,0.01384703822,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:24,
1,13,NAGALAND,3,MOKOKCHUNG,23,Impur,Impur,Q55593997,1,NAGALAND,1301,Pre delimitation,0.44990021197,0.01307336553,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:23,
1,13,NAGALAND,2,TUENSANG,56,Noklak,Noklak,Q55594028,1,NAGALAND,1301,Pre delimitation,0.87668961598,0.0321086638,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:56,
1,13,NAGALAND,3,MOKOKCHUNG,28,Koridang,Koridang,Q55594002,1,NAGALAND,1301,Pre delimitation,0.75287993034,0.01651654442,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:28,
1,13,NAGALAND,2,TUENSANG,52,Longkhim Chare,Longkhim Chare,Q55594024,1,NAGALAND,1301,Pre delimitation,0.78445226499,0.02774701796,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:52,
1,13,NAGALAND,2,TUENSANG,54,Tuensang Sadar-II,Tuensang Sadar-II,Q55594026,1,NAGALAND,1301,Pre delimitation,1.07836235272,0.04385745208,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:54,
1,13,NAGALAND,3,MOKOKCHUNG,25,Monguya,Monguya,Q55593999,1,NAGALAND,1301,Pre delimitation,0.60862916987,0.00830557817,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:25,
1,13,NAGALAND,3,MOKOKCHUNG,27,Mokokchung Town,Mokokchung Town,Q55594001,1,NAGALAND,1301,Pre delimitation,0.13138408026,0.00107604113,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:27,
1,13,NAGALAND,3,MOKOKCHUNG,26,Aonglenden,Aonglenden,Q55594000,1,NAGALAND,1301,Pre delimitation,0.31430429985,0.00347428444,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:26,
1,13,NAGALAND,2,TUENSANG,53,Tuensang Sadar-I,Tuensang Sadar-I,Q55594025,1,NAGALAND,1301,Pre delimitation,0.28872476168,0.00483791638,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:53,
1,13,NAGALAND,5,WOKHA,39,Sanis,Sanis,Q55594012,1,NAGALAND,1301,Pre delimitation,1.14865529493,0.03010495769,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:39,
1,13,NAGALAND,4,ZUNHEBOTO,31,Akuluto,Akuluto,Q55594005,1,NAGALAND,1301,Pre delimitation,0.62054714567,0.01427147338,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:31,
1,13,NAGALAND,4,ZUNHEBOTO,33,Suruhuto,Suruhoto,Q55594007,1,NAGALAND,1301,Pre delimitation,0.56822603607,0.01346615599,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:33,
1,13,NAGALAND,5,WOKHA,37,Tyui,Tyui,Q55594011,1,NAGALAND,1301,Pre delimitation,0.7511156368,0.02173991591,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:37,
1,13,NAGALAND,2,TUENSANG,57,Thonoknyu,Thonoknyu,Q55594029,1,NAGALAND,1301,Pre delimitation,1.12292920313,0.0475549196,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:57,
1,13,NAGALAND,4,ZUNHEBOTO,32,Atoizu,Atoizu,Q55594006,1,NAGALAND,1301,Pre delimitation,0.62065393656,0.01420726889,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:32,
1,13,NAGALAND,2,TUENSANG,58,Shamtorr-Chessore,Shamtorr-Chessore,Q55594030,1,NAGALAND,1301,Pre delimitation,0.81356403435,0.02657043915,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:58,
1,13,NAGALAND,4,ZUNHEBOTO,34,Aghunato,Aghunato,Q55594008,1,NAGALAND,1301,Pre delimitation,0.61658095848,0.01653932653,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:34,
1,13,NAGALAND,4,ZUNHEBOTO,35,Zunheboto,Zunheboto,Q55594009,1,NAGALAND,1301,Pre delimitation,0.64049565772,0.01311189397,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:35,
1,13,NAGALAND,5,WOKHA,38,Wokha,Wokha,Q30599894,1,NAGALAND,1301,Pre delimitation,0.60107752918,0.01642449877,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:38,
1,13,NAGALAND,4,ZUNHEBOTO,36,Satakha,Satakha,Q55594010,1,NAGALAND,1301,Pre delimitation,1.32861760471,0.0438699613,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:36,
1,13,NAGALAND,2,TUENSANG,59,Siyuchong-Sitimi,Seyochong-Sitimi,Q55594031,1,NAGALAND,1301,Pre delimitation,1.19701106453,0.04837628693,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:59,
1,13,NAGALAND,2,TUENSANG,60,Pungro-Kiphire,Pungro-Kiphire,Q55594033,1,NAGALAND,1301,Pre delimitation,1.28136600185,0.05768919089,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:60,
1,13,NAGALAND,7,KOHIMA,13,Pughoboto,Pughoboto,Q55593987,1,NAGALAND,1301,Pre delimitation,0.7718323564,0.01827767896,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:13,
1,13,NAGALAND,7,KOHIMA,12,Tseminyu,Tseminyu,Q55593986,1,NAGALAND,1301,Pre delimitation,0.86359074401,0.02767132857,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:12,
1,13,NAGALAND,8,PHEK,19,Phek,Phek,Q55593993,1,NAGALAND,1301,Pre delimitation,0.81234860923,0.0319205266,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:19,
1,13,NAGALAND,6,DIMAPUR *,1,Dimapur-I,Dimapur-I,Q30599887,1,NAGALAND,1301,Pre delimitation,0.38183200989,0.00366255598,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:1,
1,13,NAGALAND,7,KOHIMA,11,Northern Angami -II,Northern Angami-II,Q48735047,1,NAGALAND,1301,Pre delimitation,0.7949962928,0.0355822783,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:11,उत्तरी अंगामी-२
1,13,NAGALAND,6,DIMAPUR *,2,Dimapur-II,Dimapur-II,Q55593978,1,NAGALAND,1301,Pre delimitation,0.43703970595,0.0049647753,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:2,
1,13,NAGALAND,6,DIMAPUR *,4,Ghaspani-I,Ghaspani-I,Q55593980,1,NAGALAND,1301,Pre delimitation,1.22495518355,0.03035250049,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:4,
1,13,NAGALAND,6,DIMAPUR *,3,Dimapur-III,Dimapur-III,Q55593979,1,NAGALAND,1301,Pre delimitation,0.91769998542,0.01723603203,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:3,
1,13,NAGALAND,6,DIMAPUR *,5,Ghaspani-II,Ghaspani-II,Q55593981,1,NAGALAND,1301,Pre delimitation,0.70940826027,0.03000373709,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:5,
1,13,NAGALAND,8,PHEK,20,Meluri,Meluri,Q55593994,1,NAGALAND,1301,Pre delimitation,2.01902333271,0.09909957863,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:20,
1,13,NAGALAND,8,PHEK,18,Chazouba,Chazouba,Q55593992,1,NAGALAND,1301,Pre delimitation,0.66277075722,0.01988352485,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:18,
1,13,NAGALAND,7,KOHIMA,8,Western Angami,Western Angami,Q55593984,1,NAGALAND,1301,Pre delimitation,0.78907013834,0.02598536002,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:8,
1,13,NAGALAND,8,PHEK,17,Chizami,Chizami,Q55593991,1,NAGALAND,1301,Pre delimitation,0.58087355309,0.0183694618,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:17,
1,13,NAGALAND,7,KOHIMA,10,Northern Angami - I,Northern Angami-I,Q30600263,1,NAGALAND,1301,Pre delimitation,0.37488713409,0.00518774848,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:10,
1,13,NAGALAND,7,KOHIMA,9,Kohima Town,Kohima Town,Q55593985,1,NAGALAND,1301,Pre delimitation,0.175042949,0.00214968781,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:9,
1,13,NAGALAND,7,KOHIMA,7,Peren,Peren,Q55593983,1,NAGALAND,1301,Pre delimitation,1.26222815941,0.04739363525,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:7,
1,13,NAGALAND,7,KOHIMA,14,Southern Angami-I,Southern Angami-I,Q55593988,1,NAGALAND,1301,Pre delimitation,0.44767356647,0.00788399562,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:14,
1,13,NAGALAND,7,KOHIMA,15,Southern Angami-II,Southern Angami-II,Q55593989,1,NAGALAND,1301,Pre delimitation,0.37542620591,0.00425529561,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:15,
1,13,NAGALAND,7,KOHIMA,6,Tenning,Tenning,Q55593982,1,NAGALAND,1301,Pre delimitation,1.59881315459,0.10281768463,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:6,
1,13,NAGALAND,8,PHEK,16,Pfutsero,Pfutsero,Q55593990,1,NAGALAND,1301,Pre delimitation,0.4276674179,0.01137775068,country:in/state:nl,NL,country:in/state:nl/assembly-constituency:16,
