OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
14,18,ASSAM,14,TINSUKIA,126,Sadiya,14,LAKHIMPUR,1814,Pre delimitation,1.95813191691,0.12138848531,country:in/state:as,AS,country:in/state:as/assembly-constituency:126
14,18,ASSAM,13,DHEMAJI,114,Jonai,14,LAKHIMPUR,1814,Pre delimitation,2.35316642146,0.12346411093,country:in/state:as,AS,country:in/state:as/assembly-constituency:114
14,18,ASSAM,14,TINSUKIA,121,Chabua,14,LAKHIMPUR,1814,Pre delimitation,1.14464459105,0.03637270736,country:in/state:as,AS,country:in/state:as/assembly-constituency:121
13,18,ASSAM,15,DIBRUGARH,116,Dibrugarh,13,DIBRUGARH,1813,Pre delimitation,1.18248321567,0.0414915704,country:in/state:as,AS,country:in/state:as/assembly-constituency:116
13,18,ASSAM,14,TINSUKIA,124,Margherita,13,DIBRUGARH,1813,Pre delimitation,1.88930396778,0.07363286819,country:in/state:as,AS,country:in/state:as/assembly-constituency:124
14,18,ASSAM,15,DIBRUGARH,121,Chabua,14,LAKHIMPUR,1814,Pre delimitation,0.72173851444,0.020113218,country:in/state:as,AS,country:in/state:as/assembly-constituency:121
14,18,ASSAM,14,TINSUKIA,125,Doom Dooma,14,LAKHIMPUR,1814,Pre delimitation,1.1668348447,0.02681342571,country:in/state:as,AS,country:in/state:as/assembly-constituency:125
13,18,ASSAM,15,DIBRUGARH,117,Lahowal,13,DIBRUGARH,1813,Pre delimitation,1.12096215194,0.03769698515,country:in/state:as,AS,country:in/state:as/assembly-constituency:117
13,18,ASSAM,14,TINSUKIA,123,Digboi,13,DIBRUGARH,1813,Pre delimitation,1.24934497317,0.04161499243,country:in/state:as,AS,country:in/state:as/assembly-constituency:123
13,18,ASSAM,14,TINSUKIA,122,Tinsukia,13,DIBRUGARH,1813,Pre delimitation,1.39330946166,0.04475090457,country:in/state:as,AS,country:in/state:as/assembly-constituency:122
14,18,ASSAM,13,DHEMAJI,113,Dhemaji,14,LAKHIMPUR,1814,Pre delimitation,2.1612756442,0.10853726864,country:in/state:as,AS,country:in/state:as/assembly-constituency:113
13,18,ASSAM,15,DIBRUGARH,118,Duliajan,13,DIBRUGARH,1813,Pre delimitation,1.40602410234,0.04210529354,country:in/state:as,AS,country:in/state:as/assembly-constituency:118
13,18,ASSAM,15,DIBRUGARH,115,Moran,13,DIBRUGARH,1813,Pre delimitation,1.91721856182,0.08546448066,country:in/state:as,AS,country:in/state:as/assembly-constituency:115
14,18,ASSAM,12,LAKHIMPUR,111,Lakhimpur,14,LAKHIMPUR,1814,Pre delimitation,1.90357600305,0.0779124212,country:in/state:as,AS,country:in/state:as/assembly-constituency:111
13,18,ASSAM,15,DIBRUGARH,119,Tingkhong,13,DIBRUGARH,1813,Pre delimitation,1.31168895817,0.04694077264,country:in/state:as,AS,country:in/state:as/assembly-constituency:119
13,18,ASSAM,15,DIBRUGARH,120,Naharkatia,13,DIBRUGARH,1813,Pre delimitation,1.32819867978,0.03602617615,country:in/state:as,AS,country:in/state:as/assembly-constituency:120
14,18,ASSAM,13,DHEMAJI,112,Dhakuakhana,14,LAKHIMPUR,1814,Pre delimitation,1.52246711507,0.06457092373,country:in/state:as,AS,country:in/state:as/assembly-constituency:112
14,18,ASSAM,12,LAKHIMPUR,110,Naoboicha,14,LAKHIMPUR,1814,Pre delimitation,1.24782755369,0.07533293996,country:in/state:as,AS,country:in/state:as/assembly-constituency:110
12,18,ASSAM,16,SIBSAGAR,107,Thowra,12,JORHAT,1812,Pre delimitation,1.15574043502,0.03981084593,country:in/state:as,AS,country:in/state:as/assembly-constituency:107
12,18,ASSAM,16,SIBSAGAR,105,Mahmara,12,JORHAT,1812,Pre delimitation,1.12442569041,0.0402393327,country:in/state:as,AS,country:in/state:as/assembly-constituency:105
12,18,ASSAM,16,SIBSAGAR,106,Sonari,12,JORHAT,1812,Pre delimitation,1.39036528675,0.05417624337,country:in/state:as,AS,country:in/state:as/assembly-constituency:106
14,18,ASSAM,17,JORHAT,99,Majuli,14,LAKHIMPUR,1814,Pre delimitation,1.96254758606,0.08593874763,country:in/state:as,AS,country:in/state:as/assembly-constituency:99
12,18,ASSAM,16,SIBSAGAR,108,Sibsagar,12,JORHAT,1812,Pre delimitation,0.84125048397,0.0314833604,country:in/state:as,AS,country:in/state:as/assembly-constituency:108
9,18,ASSAM,12,LAKHIMPUR,109,Bihpuria,9,TEZPUR,1809,Pre delimitation,1.27977043311,0.05162186209,country:in/state:as,AS,country:in/state:as/assembly-constituency:109
12,18,ASSAM,16,SIBSAGAR,103,Amguri,12,JORHAT,1812,Pre delimitation,1.20991229245,0.04540476259,country:in/state:as,AS,country:in/state:as/assembly-constituency:103
12,18,ASSAM,16,SIBSAGAR,104,Nazira,12,JORHAT,1812,Pre delimitation,0.99253818983,0.02854635785,country:in/state:as,AS,country:in/state:as/assembly-constituency:104
12,18,ASSAM,17,JORHAT,102,Teok,12,JORHAT,1812,Pre delimitation,0.78363427896,0.03076416894,country:in/state:as,AS,country:in/state:as/assembly-constituency:102
9,18,ASSAM,11,SONITPUR,78,Gohpur,9,TEZPUR,1809,Pre delimitation,1.19593466694,0.06524513918,country:in/state:as,AS,country:in/state:as/assembly-constituency:78
9,18,ASSAM,11,SONITPUR,74,Rangapara,9,TEZPUR,1809,Pre delimitation,1.28805256852,0.07858380522,country:in/state:as,AS,country:in/state:as/assembly-constituency:74
11,18,ASSAM,18,GOLAGHAT,93,Bokakhat,11,KALIABOR,1811,Pre delimitation,2.50182704126,0.12317554531,country:in/state:as,AS,country:in/state:as/assembly-constituency:93
9,18,ASSAM,11,SONITPUR,77,Behali,9,TEZPUR,1809,Pre delimitation,1.12512841847,0.06017020358,country:in/state:as,AS,country:in/state:as/assembly-constituency:77
12,18,ASSAM,17,JORHAT,98,Jorhat,12,JORHAT,1812,Pre delimitation,0.69958319876,0.01511166614,country:in/state:as,AS,country:in/state:as/assembly-constituency:98
12,18,ASSAM,17,JORHAT,101,Mariani,12,JORHAT,1812,Pre delimitation,1.44268715526,0.03745798153,country:in/state:as,AS,country:in/state:as/assembly-constituency:101
11,18,ASSAM,17,JORHAT,97,Dergaon,11,KALIABOR,1811,Pre delimitation,1.31767371799,0.03686749975,country:in/state:as,AS,country:in/state:as/assembly-constituency:97
9,18,ASSAM,11,SONITPUR,71,Dhekiajuli,9,TEZPUR,1809,Pre delimitation,1.23597820096,0.07064844874,country:in/state:as,AS,country:in/state:as/assembly-constituency:71
9,18,ASSAM,11,SONITPUR,75,Sootea,9,TEZPUR,1809,Pre delimitation,1.41927688197,0.04474576125,country:in/state:as,AS,country:in/state:as/assembly-constituency:75
