OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
3,21,ORISSA,3,SAMBALPUR,16,Rengali (sc),Q15614946,3,SAMBALPUR,2103,,2.7698832668,0.09568037962,country:in/state:or,OR,country:in/state:or/assembly-constituency:16
3,21,ORISSA,4,DEBAGARH  *,19,Deogarh,Q15649896,3,SAMBALPUR,2103,,3.64445376509,0.25213744912,country:in/state:or,OR,country:in/state:or/assembly-constituency:19
1,21,ORISSA,1,BARGARH  *,5,Bhatli,Q15489080,1,BARGARH,2101,,2.6634395357,0.1405586326,country:in/state:or,OR,country:in/state:or/assembly-constituency:5
6,21,ORISSA,8,BALESHWAR,38,Balasore,Q15724800,6,BALASORE,2106,,1.49825074253,0.03437562531,country:in/state:or,OR,country:in/state:or/assembly-constituency:38
6,21,ORISSA,8,BALESHWAR,39,Remuna (sc),Q15725151,6,BALASORE,2106,,1.96095262952,0.03895355793,country:in/state:or,OR,country:in/state:or/assembly-constituency:39
9,21,ORISSA,15,ANUGUL  *,59,Pallahara,Q15724581,9,DHENKANAL,2109,,2.99051146901,0.15045544241,country:in/state:or,OR,country:in/state:or/assembly-constituency:59
4,21,ORISSA,6,KENDUJHAR,21,Ghasipura,Q15706598,4,KEONJHAR (ST),2104,,3.13324714048,0.11106655872,country:in/state:or,OR,country:in/state:or/assembly-constituency:21
6,21,ORISSA,8,BALESHWAR,40,Nilgiri,Q15724435,6,BALASORE,2106,,1.61583712239,0.06548531185,country:in/state:or,OR,country:in/state:or/assembly-constituency:40
1,21,ORISSA,1,BARGARH  *,4,Attabira (sc),Q15491744,1,BARGARH,2101,,1.72757378811,0.08799553665,country:in/state:or,OR,country:in/state:or/assembly-constituency:4
4,21,ORISSA,6,KENDUJHAR,22,Anandapur (sc),Q15706584,4,KEONJHAR (ST),2104,,2.14064568603,0.06964829995,country:in/state:or,OR,country:in/state:or/assembly-constituency:22
3,21,ORISSA,3,SAMBALPUR,17,Sambalpur,Q15553938,3,SAMBALPUR,2103,,0.62079737593,0.01002401674,country:in/state:or,OR,country:in/state:or/assembly-constituency:17
3,21,ORISSA,3,SAMBALPUR,18,Rairakhol,Q15614919,3,SAMBALPUR,2103,,3.34658950263,0.28004917935,country:in/state:or,OR,country:in/state:or/assembly-constituency:18
7,21,ORISSA,8,BALESHWAR,41,Soro (sc),Q15725387,7,BHADRAK (SC),2107,,1.17136659095,0.03967845515,country:in/state:or,OR,country:in/state:or/assembly-constituency:41
1,21,ORISSA,1,BARGARH  *,3,Bargarh,Q15488554,1,BARGARH,2101,,1.172142095,0.04055370721,country:in/state:or,OR,country:in/state:or/assembly-constituency:3
7,21,ORISSA,8,BALESHWAR,42,Simulia,Q15725208,7,BHADRAK (SC),2107,,1.44638197523,0.04712094828,country:in/state:or,OR,country:in/state:or/assembly-constituency:42
7,21,ORISSA,9,BHADRAK  *,45,Basudevpur,Q15724806,7,BHADRAK (SC),2107,,1.36623932577,0.05133537279,country:in/state:or,OR,country:in/state:or/assembly-constituency:45
7,21,ORISSA,9,BHADRAK  *,43,Bhandaripokhari,Q15724903,7,BHADRAK (SC),2107,,1.50594906887,0.04318820889,country:in/state:or,OR,country:in/state:or/assembly-constituency:43
1,21,ORISSA,1,BARGARH  *,2,Bijepur,Q15470922,1,BARGARH,2101,,2.38872123602,0.07952286315,country:in/state:or,OR,country:in/state:or/assembly-constituency:2
9,21,ORISSA,14,DHENKANAL,58,Parjanga,Q15724528,9,DHENKANAL,2109,,2.46394245064,0.135877521,country:in/state:or,OR,country:in/state:or/assembly-constituency:58
7,21,ORISSA,9,BHADRAK  *,44,Bhadrak,Q15724905,7,BHADRAK (SC),2107,,1.10921126598,0.02991867014,country:in/state:or,OR,country:in/state:or/assembly-constituency:44
8,21,ORISSA,13,JAJAPUR  *,54,Sukinda,Q15725352,8,JAJPUR (SC),2108,,1.79699040578,0.07448790052,country:in/state:or,OR,country:in/state:or/assembly-constituency:54
3,21,ORISSA,15,ANUGUL  *,62,Chhendipada (sc),Q15724117,3,SAMBALPUR,2103,,2.12662297611,0.09045617513,country:in/state:or,OR,country:in/state:or/assembly-constituency:62
1,21,ORISSA,1,BARGARH  *,1,Padampur,Q15460428,1,BARGARH,2101,,2.58174058039,0.1583645089,country:in/state:or,OR,country:in/state:or/assembly-constituency:1
10,21,ORISSA,23,SONAPUR  *,64,Birmaharajpur (sc),Q15724863,10,BOLANGIR,2110,,1.86132471504,0.11216300562,country:in/state:or,OR,country:in/state:or/assembly-constituency:64
9,21,ORISSA,15,ANUGUL  *,60,Talcher,Q15724233,9,DHENKANAL,2109,,1.24943871083,0.03893406997,country:in/state:or,OR,country:in/state:or/assembly-constituency:60
10,21,ORISSA,23,SONAPUR  *,65,Sonepur,Q15725382,10,BOLANGIR,2110,,2.39060772295,0.09324710828,country:in/state:or,OR,country:in/state:or/assembly-constituency:65
8,21,ORISSA,13,JAJAPUR  *,53,Korei,Q15723933,8,JAJPUR (SC),2108,,1.22641997313,0.03531378736,country:in/state:or,OR,country:in/state:or/assembly-constituency:53
7,21,ORISSA,9,BHADRAK  *,46,Dhamnagar (sc),Q15724344,7,BHADRAK (SC),2107,,1.26338372194,0.03126423328,country:in/state:or,OR,country:in/state:or/assembly-constituency:46
3,21,ORISSA,15,ANUGUL  *,63,Athamallik,Q15723686,3,SAMBALPUR,2103,,2.61138548172,0.22071648745,country:in/state:or,OR,country:in/state:or/assembly-constituency:63
11,21,ORISSA,25,NUAPADA  *,71,Nuapada,Q15724450,11,KALAHANDI,2111,,2.44654473281,0.17969002734,country:in/state:or,OR,country:in/state:or/assembly-constituency:71
7,21,ORISSA,9,BHADRAK  *,47,Chandabali,Q15838701,7,BHADRAK (SC),2107,,1.32894827621,0.06058087723,country:in/state:or,OR,country:in/state:or/assembly-constituency:47
10,21,ORISSA,24,BALANGIR,66,Loisingha (sc),Q15725183,10,BOLANGIR,2110,,2.52113374726,0.08726381644,country:in/state:or,OR,country:in/state:or/assembly-constituency:66
9,21,ORISSA,14,DHENKANAL,57,Kamakhyanagar,Q15723861,9,DHENKANAL,2109,,2.00668751863,0.06295351526,country:in/state:or,OR,country:in/state:or/assembly-constituency:57
8,21,ORISSA,13,JAJAPUR  *,52,Jajpur,Q15725065,8,JAJPUR (SC),2108,,1.17637097769,0.02487221812,country:in/state:or,OR,country:in/state:or/assembly-constituency:52
8,21,ORISSA,13,JAJAPUR  *,51,Dharmasala,Q15724342,8,JAJPUR (SC),2108,,1.26786439889,0.03334181319,country:in/state:or,OR,country:in/state:or/assembly-constituency:51
10,21,ORISSA,24,BALANGIR,67,Patnagarh,Q15724555,10,BOLANGIR,2110,,2.20172467739,0.16039031966,country:in/state:or,OR,country:in/state:or/assembly-constituency:67
9,21,ORISSA,15,ANUGUL  *,61,Angul,Q15723618,9,DHENKANAL,2109,,1.57250154006,0.05306000665,country:in/state:or,OR,country:in/state:or/assembly-constituency:61
8,21,ORISSA,13,JAJAPUR  *,48,Binjharpur (sc),Q15724828,8,JAJPUR (SC),2108,,1.17271463284,0.0270387439,country:in/state:or,OR,country:in/state:or/assembly-constituency:48
9,21,ORISSA,14,DHENKANAL,56,Hindol (sc),Q15725420,9,DHENKANAL,2109,,1.90606416296,0.0986271906,country:in/state:or,OR,country:in/state:or/assembly-constituency:56
9,21,ORISSA,14,DHENKANAL,55,Dhenkanal,Q15724214,9,DHENKANAL,2109,,2.10997449163,0.08932577061,country:in/state:or,OR,country:in/state:or/assembly-constituency:55
13,21,ORISSA,22,BAUDH  *,86,Boudh,Q15724890,13,KANDHAMAL,2113,,2.56482326002,0.14424276809,country:in/state:or,OR,country:in/state:or/assembly-constituency:86
13,21,ORISSA,22,BAUDH  *,85,Kantamal,Q15723811,13,KANDHAMAL,2113,,2.27869905262,0.12492885817,country:in/state:or,OR,country:in/state:or/assembly-constituency:85
8,21,ORISSA,13,JAJAPUR  *,49,Bari,Q15724745,8,JAJPUR (SC),2108,,1.19280212619,0.02385569435,country:in/state:or,OR,country:in/state:or/assembly-constituency:49
15,21,ORISSA,10,KENDRAPARA *,98,Aul,Q15723703,15,KENDRAPARA,2115,,1.39109801783,0.04183570497,country:in/state:or,OR,country:in/state:or/assembly-constituency:98
10,21,ORISSA,24,BALANGIR,68,Bolangir,Q15724751,10,BOLANGIR,2110,,2.16721049648,0.08504471757,country:in/state:or,OR,country:in/state:or/assembly-constituency:68
15,21,ORISSA,10,KENDRAPARA *,99,Rajanagar,Q15725106,15,KENDRAPARA,2115,,1.73980464103,0.06403348478,country:in/state:or,OR,country:in/state:or/assembly-constituency:99
8,21,ORISSA,13,JAJAPUR  *,50,Barachana,Q15850582,8,JAJPUR (SC),2108,,1.33507429454,0.03268487535,country:in/state:or,OR,country:in/state:or/assembly-constituency:50
15,21,ORISSA,12,CUTTACK,94,Salipur,Q15725330,15,KENDRAPARA,2115,,1.38006814098,0.03647380408,country:in/state:or,OR,country:in/state:or/assembly-constituency:94
14,21,ORISSA,12,CUTTACK,89,Athagarh,Q15723685,14,CUTTACK,2114,,1.82452453779,0.05468252955,country:in/state:or,OR,country:in/state:or/assembly-constituency:89
15,21,ORISSA,10,KENDRAPARA *,97,Kendrapara (sc),Q15723922,15,KENDRAPARA,2115,,1.2058731288,0.02964847142,country:in/state:or,OR,country:in/state:or/assembly-constituency:97
15,21,ORISSA,12,CUTTACK,95,Mahanga,Q15725020,15,KENDRAPARA,2115,,1.2147703079,0.02894665636,country:in/state:or,OR,country:in/state:or/assembly-constituency:95
13,21,ORISSA,21,KANDHAMAL,84,Phulbani (st),Q15741096,13,KANDHAMAL,2113,,3.31115440364,0.22137554754,country:in/state:or,OR,country:in/state:or/assembly-constituency:84
15,21,ORISSA,10,KENDRAPARA *,96,Patkura,Q15724547,15,KENDRAPARA,2115,,1.48959021049,0.03091998105,country:in/state:or,OR,country:in/state:or/assembly-constituency:96
14,21,ORISSA,12,CUTTACK,87,Baramba,Q15724726,14,CUTTACK,2114,,1.59136064912,0.08756866476,country:in/state:or,OR,country:in/state:or/assembly-constituency:87
14,21,ORISSA,12,CUTTACK,91,Choudwar-cuttack,Q15724105,14,CUTTACK,2114,,0.4674931875,0.00757366091,country:in/state:or,OR,country:in/state:or/assembly-constituency:91
10,21,ORISSA,24,BALANGIR,70,Kantabanji,Q15723809,10,BOLANGIR,2110,,2.52850057811,0.11865324682,country:in/state:or,OR,country:in/state:or/assembly-constituency:70
10,21,ORISSA,24,BALANGIR,69,Titlagarh,Q15724189,10,BOLANGIR,2110,,2.98976617438,0.11618208367,country:in/state:or,OR,country:in/state:or/assembly-constituency:69
13,21,ORISSA,16,NAYAGARH  *,121,Daspalla (sc),Q15724267,13,KANDHAMAL,2113,,2.69841974745,0.16488828904,country:in/state:or,OR,country:in/state:or/assembly-constituency:121
15,21,ORISSA,10,KENDRAPARA *,100,Mahakalapada,Q15724983,15,KENDRAPARA,2115,,1.93294837212,0.05310974341,country:in/state:or,OR,country:in/state:or/assembly-constituency:100
14,21,ORISSA,12,CUTTACK,90,Barabati-cuttack,Q15724790,14,CUTTACK,2114,,0.57123102514,0.00873510788,country:in/state:or,OR,country:in/state:or/assembly-constituency:90
14,21,ORISSA,12,CUTTACK,88,Banki,Q15724777,14,CUTTACK,2114,,1.80691206691,0.05083859956,country:in/state:or,OR,country:in/state:or/assembly-constituency:88
18,21,ORISSA,17,KHORDHA  *,115,Jatani,Q17058805,18,BHUBANESWAR,2118,,1.71831025515,0.05018781134,country:in/state:or,OR,country:in/state:or/assembly-constituency:115
18,21,ORISSA,17,KHORDHA  *,113,Bhubaneswar(uttar),Q17018065,18,BHUBANESWAR,2118,,0.35466219657,0.00412187247,country:in/state:or,OR,country:in/state:or/assembly-constituency:113
11,21,ORISSA,26,KALAHANDI,81,Narla,Q15724390,11,KALAHANDI,2111,,2.48102544762,0.15446600019,country:in/state:or,OR,country:in/state:or/assembly-constituency:81
16,21,ORISSA,11,JAGATSINGHAPUR  *,102,Tirtol (sc),Q15724236,16,JAGATSINGHPUR (SC),2116,,1.49395300806,0.03412847183,country:in/state:or,OR,country:in/state:or/assembly-constituency:102
11,21,ORISSA,25,NUAPADA  *,72,Khariar,Q15723948,11,KALAHANDI,2111,,2.19227697256,0.15321446996,country:in/state:or,OR,country:in/state:or/assembly-constituency:72
13,21,ORISSA,21,KANDHAMAL,82,Baliguda (st),Q15724796,13,KANDHAMAL,2113,,4.17039314166,0.26279758616,country:in/state:or,OR,country:in/state:or/assembly-constituency:82
14,21,ORISSA,16,NAYAGARH  *,120,Khandapada,Q15723949,14,CUTTACK,2114,,1.12560503951,0.05107225513,country:in/state:or,OR,country:in/state:or/assembly-constituency:120
16,21,ORISSA,11,JAGATSINGHAPUR  *,101,Paradeep,Q15724572,16,JAGATSINGHPUR (SC),2116,,1.3634882192,0.02977401306,country:in/state:or,OR,country:in/state:or/assembly-constituency:101
16,21,ORISSA,12,CUTTACK,92,Niali (sc),Q15724407,16,JAGATSINGHPUR (SC),2116,,1.26159605644,0.03366270768,country:in/state:or,OR,country:in/state:or/assembly-constituency:92
14,21,ORISSA,12,CUTTACK,93,Cuttack Sadar (sc),Q15723807,14,CUTTACK,2114,,1.58994656005,0.02610065992,country:in/state:or,OR,country:in/state:or/assembly-constituency:93
17,21,ORISSA,17,KHORDHA  *,111,Jayadev (sc),Q16914240,17,PURI,2117,,1.01987565305,0.02396796158,country:in/state:or,OR,country:in/state:or/assembly-constituency:111
18,21,ORISSA,17,KHORDHA  *,112,Bhubaneswar(madhya),Q17018042,18,BHUBANESWAR,2118,,0.45304806683,0.00769393554,country:in/state:or,OR,country:in/state:or/assembly-constituency:112
16,21,ORISSA,11,JAGATSINGHAPUR  *,104,Jagatsinghpur,Q15724121,16,JAGATSINGHPUR (SC),2116,,1.18569517717,0.02646846216,country:in/state:or,OR,country:in/state:or/assembly-constituency:104
18,21,ORISSA,17,KHORDHA  *,114,Ekamra-bhubaneshwar,Q17052322,18,BHUBANESWAR,2118,,0.71880626364,0.0068434226,country:in/state:or,OR,country:in/state:or/assembly-constituency:114
13,21,ORISSA,21,KANDHAMAL,83,G. Udayagiri (st),Q15724044,13,KANDHAMAL,2113,,4.2591972205,0.20887461708,country:in/state:or,OR,country:in/state:or/assembly-constituency:83
16,21,ORISSA,11,JAGATSINGHAPUR  *,103,Balikuda-erasama,Q15724795,16,JAGATSINGHPUR (SC),2116,,1.48061407488,0.05949743138,country:in/state:or,OR,country:in/state:or/assembly-constituency:103
18,21,ORISSA,17,KHORDHA  *,116,Begunia,Q17016747,18,BHUBANESWAR,2118,,1.65987536763,0.0494301598,country:in/state:or,OR,country:in/state:or/assembly-constituency:116
13,21,ORISSA,19,GANJAM,123,Bhanjanagar,Q15374015,13,KANDHAMAL,2113,,2.26518643441,0.13413639947,country:in/state:or,OR,country:in/state:or/assembly-constituency:123
17,21,ORISSA,16,NAYAGARH  *,122,Nayagarh,Q15724472,17,PURI,2117,,1.82288391687,0.05082182023,country:in/state:or,OR,country:in/state:or/assembly-constituency:122
17,21,ORISSA,18,PURI,110,Pipili,Q15724596,17,PURI,2117,,1.19335682198,0.03586970782,country:in/state:or,OR,country:in/state:or/assembly-constituency:110
18,21,ORISSA,17,KHORDHA  *,117,Khurda,Q17065374,18,BHUBANESWAR,2118,,2.18725306456,0.04696826937,country:in/state:or,OR,country:in/state:or/assembly-constituency:117
17,21,ORISSA,16,NAYAGARH  *,119,Ranpur,Q15725089,17,PURI,2117,,1.68945428522,0.06989430552,country:in/state:or,OR,country:in/state:or/assembly-constituency:119
11,21,ORISSA,26,KALAHANDI,80,Bhawanipatna (sc),Q15724908,11,KALAHANDI,2111,,1.9407123241,0.06825239533,country:in/state:or,OR,country:in/state:or/assembly-constituency:80
11,21,ORISSA,26,KALAHANDI,78,Junagarh,Q15724158,11,KALAHANDI,2111,,2.42205726298,0.11131487833,country:in/state:or,OR,country:in/state:or/assembly-constituency:78
16,21,ORISSA,18,PURI,106,Nimapara,Q15724414,16,JAGATSINGHPUR (SC),2116,,1.17064082153,0.03762802185,country:in/state:or,OR,country:in/state:or/assembly-constituency:106
17,21,ORISSA,18,PURI,109,Satyabadi,Q15725263,17,PURI,2117,,1.80106763586,0.03420287555,country:in/state:or,OR,country:in/state:or/assembly-constituency:109
16,21,ORISSA,18,PURI,105,Kakatpur (sc),Q15723852,16,JAGATSINGHPUR (SC),2116,,1.41698709863,0.04500110594,country:in/state:or,OR,country:in/state:or/assembly-constituency:105
12,21,ORISSA,28,NABARANGAPUR  *,73,Umerkote (st),Q15723738,12,NABARANGPUR (ST),2112,,1.88706192571,0.12121923427,country:in/state:or,OR,country:in/state:or/assembly-constituency:73
11,21,ORISSA,26,KALAHANDI,77,Lanjigarh (st),Q15725171,11,KALAHANDI,2111,,4.91798038405,0.2529191181,country:in/state:or,OR,country:in/state:or/assembly-constituency:77
17,21,ORISSA,18,PURI,107,Puri,Q15724611,17,PURI,2117,,0.79741219889,0.01961087019,country:in/state:or,OR,country:in/state:or/assembly-constituency:107
19,21,ORISSA,19,GANJAM,124,Polasara,Q15724651,19,ASKA,2119,,1.56123809079,0.07175629312,country:in/state:or,OR,country:in/state:or/assembly-constituency:124
11,21,ORISSA,26,KALAHANDI,79,Dharmgarh,Q15724338,11,KALAHANDI,2111,,2.34082039958,0.09432508033,country:in/state:or,OR,country:in/state:or/assembly-constituency:79
21,21,ORISSA,27,RAYAGADA  *,139,Bissam Cuttack (st),Q15724855,21,KORAPUT (ST),2121,,3.77096513492,0.20529537493,country:in/state:or,OR,country:in/state:or/assembly-constituency:139
17,21,ORISSA,18,PURI,108,Brahmagiri,Q15724892,17,PURI,2117,,2.08323861039,0.12566715375,country:in/state:or,OR,country:in/state:or/assembly-constituency:108
17,21,ORISSA,17,KHORDHA  *,118,Chilika,Q15724099,17,PURI,2117,,1.48331867012,0.05883665464,country:in/state:or,OR,country:in/state:or/assembly-constituency:118
19,21,ORISSA,19,GANJAM,129,Surada,Q15725388,19,ASKA,2119,,2.23834276643,0.10483673775,country:in/state:or,OR,country:in/state:or/assembly-constituency:129
12,21,ORISSA,28,NABARANGAPUR  *,74,Jharigam (st),Q15724174,12,NABARANGPUR (ST),2112,,2.48522305578,0.13965703701,country:in/state:or,OR,country:in/state:or/assembly-constituency:74
19,21,ORISSA,19,GANJAM,125,Kabisuryanagar,Q15386194,19,ASKA,2119,,1.62633685667,0.04130049441,country:in/state:or,OR,country:in/state:or/assembly-constituency:125
19,21,ORISSA,19,GANJAM,126,Khalikote (sc),Q15723959,19,ASKA,2119,,1.79676891036,0.04816799023,country:in/state:or,OR,country:in/state:or/assembly-constituency:126
19,21,ORISSA,19,GANJAM,128,Aska,Q15374623,19,ASKA,2119,,1.19854563299,0.0237245003,country:in/state:or,OR,country:in/state:or/assembly-constituency:128
19,21,ORISSA,19,GANJAM,130,Sanakhemundi,Q15725309,19,ASKA,2119,,2.36218845453,0.06848589985,country:in/state:or,OR,country:in/state:or/assembly-constituency:130
21,21,ORISSA,27,RAYAGADA  *,138,Gunupur (st),Q15723996,21,KORAPUT (ST),2121,,3.3873367724,0.23233166273,country:in/state:or,OR,country:in/state:or/assembly-constituency:138
20,21,ORISSA,20,GAJAPATI  *,136,Mohana (st),Q15725057,20,BERHAMPUR,2120,,3.55786429772,0.27210822964,country:in/state:or,OR,country:in/state:or/assembly-constituency:136
19,21,ORISSA,19,GANJAM,131,Hinjili,Q15331884,19,ASKA,2119,,1.3614599151,0.03075392013,country:in/state:or,OR,country:in/state:or/assembly-constituency:131
12,21,ORISSA,28,NABARANGAPUR  *,76,Dabugam (st),Q15724202,12,NABARANGPUR (ST),2112,,2.39080490154,0.11067581897,country:in/state:or,OR,country:in/state:or/assembly-constituency:76
20,21,ORISSA,19,GANJAM,127,Chhatrapur (sc),Q15724111,20,BERHAMPUR,2120,,1.12741505514,0.04191523579,country:in/state:or,OR,country:in/state:or/assembly-constituency:127
21,21,ORISSA,27,RAYAGADA  *,140,Rayagada (st),Q15725141,21,KORAPUT (ST),2121,,4.19421621863,0.19391141054,country:in/state:or,OR,country:in/state:or/assembly-constituency:140
20,21,ORISSA,19,GANJAM,134,Digapahandi,Q15724286,20,BERHAMPUR,2120,,2.00487563118,0.06362696799,country:in/state:or,OR,country:in/state:or/assembly-constituency:134
20,21,ORISSA,19,GANJAM,132,Gopalpur,Q15724022,20,BERHAMPUR,2120,,1.16484038578,0.02390620526,country:in/state:or,OR,country:in/state:or/assembly-constituency:132
20,21,ORISSA,19,GANJAM,133,Berhampur,Q15427247,20,BERHAMPUR,2120,,0.3533923038,0.00268021724,country:in/state:or,OR,country:in/state:or/assembly-constituency:133
20,21,ORISSA,19,GANJAM,135,Chikiti,Q15724086,20,BERHAMPUR,2120,,2.61941539535,0.06964327102,country:in/state:or,OR,country:in/state:or/assembly-constituency:135
12,21,ORISSA,28,NABARANGAPUR  *,75,Nabarangpur (st),Q15724376,12,NABARANGPUR (ST),2112,,2.93125393916,0.09790095138,country:in/state:or,OR,country:in/state:or/assembly-constituency:75
12,21,ORISSA,29,KORAPUT,142,Kotpad (st),Q15723929,12,NABARANGPUR (ST),2112,,3.54067733475,0.16067605106,country:in/state:or,OR,country:in/state:or/assembly-constituency:142
21,21,ORISSA,29,KORAPUT,141,Lakshmipur (st),Q15725162,21,KORAPUT (ST),2121,,3.95123942954,0.20265844535,country:in/state:or,OR,country:in/state:or/assembly-constituency:141
21,21,ORISSA,29,KORAPUT,143,Jeypore,Q15724170,21,KORAPUT (ST),2121,,1.5858659792,0.07269743564,country:in/state:or,OR,country:in/state:or/assembly-constituency:143
20,21,ORISSA,20,GAJAPATI  *,137,Paralakhemundi,Q15724570,20,BERHAMPUR,2120,,2.0342493589,0.08107100366,country:in/state:or,OR,country:in/state:or/assembly-constituency:137
21,21,ORISSA,29,KORAPUT,144,Koraput (sc),Q15723936,21,KORAPUT (ST),2121,,2.82860468062,0.11857162286,country:in/state:or,OR,country:in/state:or/assembly-constituency:144
21,21,ORISSA,29,KORAPUT,145,Pottangi (st),Q15724500,21,KORAPUT (ST),2121,,2.98497506235,0.16407218931,country:in/state:or,OR,country:in/state:or/assembly-constituency:145
12,21,ORISSA,30,MALKANGIRI  *,147,Chitrakonda (st),Q15724093,12,NABARANGPUR (ST),2112,,3.90851837653,0.23904375813,country:in/state:or,OR,country:in/state:or/assembly-constituency:147
