OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
5,7,DELHI,,,1,Nerela,5,NORTH WEST DELHI (SC),705,,0.64140524412,0.01340151036,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:1
5,7,DELHI,,,7,Bawana (SC),5,NORTH WEST DELHI (SC),705,,0.62282869177,0.01056460171,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:7
2,7,DELHI,,,2,Burari,2,NORTH EAST DELHI,702,,0.3940691714,0.00460113487,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:2
2,7,DELHI,,,70,Karawal Nagar,2,NORTH EAST DELHI,702,,0.3000387864,0.0022109521,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:70
5,7,DELHI,,,8,Mundka,5,NORTH WEST DELHI (SC),705,,0.60561964209,0.00864702308,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:8
5,7,DELHI,,,5,Badli,5,NORTH WEST DELHI (SC),705,,0.19838217083,0.00139396915,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:5
5,7,DELHI,,,13,Rohini,5,NORTH WEST DELHI (SC),705,,0.15437156014,0.00082181523,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:13
5,7,DELHI,,,6,Rithala,5,NORTH WEST DELHI (SC),705,,0.16093398105,0.00097466891,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:6
1,7,DELHI,,,4,Adarsh Nagar,1,CHANDNI CHOWK,701,,0.15217544178,0.00083114938,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:4
1,7,DELHI,,,14,Shalimar Bagh,1,CHANDNI CHOWK,701,,0.11584702679,0.00078198128,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:14
2,7,DELHI,,,3,Timarpur,2,NORTH EAST DELHI,702,,0.22582304184,0.00156876119,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:3
2,7,DELHI,,,69,Mustafabad,2,NORTH EAST DELHI,702,,0.07780015109,0.00028415542,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:69
5,7,DELHI,,,9,Kirari,5,NORTH WEST DELHI (SC),705,,0.1159535732,0.00070701372,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:9
5,7,DELHI,,,12,Mangol Puri (SC),5,NORTH WEST DELHI (SC),705,,0.12558228651,0.00053885567,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:12
1,7,DELHI,,,18,Model Town,1,CHANDNI CHOWK,701,,0.1482202261,0.00082809817,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:18
2,7,DELHI,,,68,Gokalpur (SC),2,NORTH EAST DELHI,702,,0.1327290949,0.00061353724,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:68
5,7,DELHI,,,10,Sultan Pur Majra(SC),5,NORTH WEST DELHI (SC),705,,0.09976609124,0.0003742751,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:10
1,7,DELHI,,,17,Wazirpur,1,CHANDNI CHOWK,701,,0.12136099085,0.00083975582,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:17
1,7,DELHI,,,16,Tri Nagar,1,CHANDNI CHOWK,701,,0.13996672879,0.00065491233,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:16
1,7,DELHI,,,15,Shakur Basti,1,CHANDNI CHOWK,701,,0.16978063666,0.00108737775,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:15
2,7,DELHI,,,66,Ghonda,2,NORTH EAST DELHI,702,,0.14192120458,0.00087492967,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:66
1,7,DELHI,,,20,Chandni Chowk,1,CHANDNI CHOWK,701,,0.19221784781,0.0011583641,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:20
2,7,DELHI,,,67,Babarpur,2,NORTH EAST DELHI,702,,0.10328514735,0.00047862948,country:in/union-territory:dl,DL,country:in/union-territory:dl/assembly-constituency:67
