OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,toreconcile,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
1,23,MADHYA PRADESH,2,MORENA,8,Ambah (SC),Ambah,Q4740949,1,MORENA,2301,,1.52952235214,0.0510495059,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:8
1,23,MADHYA PRADESH,2,MORENA,7,Dimani,Dimani,Q5277157,1,MORENA,2301,,2.11122881825,0.07510765908,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:7
2,23,MADHYA PRADESH,3,BHIND,9,Ater,Ater,Q4813112,2,BHIND (SC),2302,,1.82974243607,0.08067976436,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:9
2,23,MADHYA PRADESH,3,BHIND,12,Mehgaon,Mehgaon,Q6809494,2,BHIND (SC),2302,,2.17662217888,0.10472777046,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:12
1,23,MADHYA PRADESH,2,MORENA,5,Sumawali,Sumawali,Q7637024,1,MORENA,2301,,1.64308496954,0.06902333614,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:5
2,23,MADHYA PRADESH,3,BHIND,10,Bhind,Bhind,Q4901801,2,BHIND (SC),2302,,1.30034688326,0.04512991244,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:10
2,23,MADHYA PRADESH,3,BHIND,13,Gohad (SC),Gohad,Q5577560,2,BHIND (SC),2302,,2.1822664926,0.09200267263,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:13
1,23,MADHYA PRADESH,2,MORENA,6,Morena,Morena (Vidhan Sabha constituency),Q13521925,1,MORENA,2301,,1.38880902914,0.05090916695,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:6
1,23,MADHYA PRADESH,2,MORENA,4,Joura,Joura,Q6294621,1,MORENA,2301,,2.56892653991,0.10524031042,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:4
1,23,MADHYA PRADESH,2,MORENA,3,Sabalgarh,Sabalgarh,Q7395857,1,MORENA,2301,,1.85256130036,0.09389724217,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:3
2,23,MADHYA PRADESH,3,BHIND,11,Lahar,Lahar,Q6473148,2,BHIND (SC),2302,,2.29845725284,0.08101024024,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:11
3,23,MADHYA PRADESH,4,GWALIOR,14,Gwalior Rural,Gwalior Rural,Q5623262,3,GWALIOR,2303,,2.82326786006,0.11014645854,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:14
2,23,MADHYA PRADESH,5,DATIA,20,Sewda,Sewda,Q7458210,2,BHIND (SC),2302,,2.4606425528,0.08443298935,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:20
3,23,MADHYA PRADESH,4,GWALIOR,15,Gwalior,Gwalior,Q5623256,3,GWALIOR,2303,,0.29973095481,0.00313486974,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:15
3,23,MADHYA PRADESH,4,GWALIOR,18,Bhitarwar,Bhitarwar,Q4901842,3,GWALIOR,2303,,2.83783518265,0.20066296865,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:18
3,23,MADHYA PRADESH,4,GWALIOR,16,Gwalior East,Gwalior East,Q5623259,3,GWALIOR,2303,,0.23217659596,0.00289735973,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:16
1,23,MADHYA PRADESH,1,SHEOPUR *,2,Vijaypur,Vijaypur,Q7929322,1,MORENA,2301,,5.41297137491,0.42476278266,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:2
3,23,MADHYA PRADESH,4,GWALIOR,17,Gwalior South,Gwalior South,Q5623264,3,GWALIOR,2303,,0.21733581421,0.00156429479,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:17
3,23,MADHYA PRADESH,4,GWALIOR,19,Dabra (SC),Dabra,Q5207545,3,GWALIOR,2303,,1.85301352077,0.09298529681,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:19
1,23,MADHYA PRADESH,1,SHEOPUR *,1,Sheopur,Sheopur,Q7494397,1,MORENA,2301,,2.69648954647,0.17680703776,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:1
3,23,MADHYA PRADESH,6,SHIVPURI,24,Pohari,Pohari (Vidhan Sabha constituency),Q13521927,3,GWALIOR,2303,,3.97929264596,0.26987957724,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:24
2,23,MADHYA PRADESH,5,DATIA,22,Datia,Datia,Q5227655,2,BHIND (SC),2302,,1.42082079764,0.04797845592,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:22
6,23,MADHYA PRADESH,8,TIKAMGARH,46,Niwari,Niwari,Q7041877,6,TIKAMGARH(SC),2306,,3.3967682587,0.07135887361,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:46
4,23,MADHYA PRADESH,6,SHIVPURI,25,Shivpuri,Shivpuri,Q7499423,4,GUNA,2304,,2.58419116595,0.12889899419,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:25
4,23,MADHYA PRADESH,6,SHIVPURI,27,Kolaras,Kolaras,Q6427068,4,GUNA,2304,,2.59799738178,0.19882800875,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:27
4,23,MADHYA PRADESH,6,SHIVPURI,26,Pichhore,Pichhore,Q7190635,4,GUNA,2304,,2.67784997579,0.17725170928,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:26
8,23,MADHYA PRADESH,9,CHHATARPUR,49,Chandla (SC),Chandla,Q5071118,8,KHAJURAHO,2308,,2.12037299561,0.13363057897,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:49
6,23,MADHYA PRADESH,8,TIKAMGARH,45,Prithvipur,Prithvipur (Vidhan Sabha constituency),Q13521928,6,TIKAMGARH(SC),2306,,2.24705667765,0.08931011432,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:45
6,23,MADHYA PRADESH,9,CHHATARPUR,48,Maharajpur,Maharajpur,Q6733277,6,TIKAMGARH(SC),2306,,2.95355721108,0.07787345053,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:48
6,23,MADHYA PRADESH,8,TIKAMGARH,44,Jatara (SC),Jatara,Q6164501,6,TIKAMGARH(SC),2306,,2.52779819089,0.09728344136,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:44
8,23,MADHYA PRADESH,9,CHHATARPUR,50,Rajnagar,Rajnagar,Q7286328,8,KHAJURAHO,2308,,2.60922985037,0.14362184583,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:50
23,23,MADHYA PRADESH,18,NEEMUCH *,230,Jawad,Jawad,Q6165873,23,MANDSOUR,2323,,4.0827550822,0.13668958918,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:230
10,23,MADHYA PRADESH,14,REWA,70,Teonthar,Teonthar,Q55442594,10,REWA,2310,,2.47767870013,0.08645340278,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:70
9,23,MADHYA PRADESH,13,SATNA,61,Chitrakoot,Chitrakoot (Vidhan Sabha constituency),Q54242873,9,SATNA,2309,,4.08981853883,0.14839130601,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:61
4,23,MADHYA PRADESH,7,GUNA,28,Bamori,Bamori,Q4853516,4,GUNA,2304,,3.02093866051,0.23141867798,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:28
10,23,MADHYA PRADESH,14,REWA,68,Sirmour,Sirmour (Vidhan Sabha constituency),Q13521929,10,REWA,2310,,2.01346043466,0.08526358709,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:68
6,23,MADHYA PRADESH,8,TIKAMGARH,47,Khargapur,Khargapur,Q6400639,6,TIKAMGARH(SC),2306,,1.7773447478,0.1140122189,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:47
8,23,MADHYA PRADESH,10,PANNA,60,Panna,Panna,Q7131359,8,KHAJURAHO,2308,,3.65623867593,0.1806325164,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:60
6,23,MADHYA PRADESH,9,CHHATARPUR,51,Chhatarpur,Chhatarpur,Q5094800,6,TIKAMGARH(SC),2306,,1.75406645726,0.06296994247,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:51
4,23,MADHYA PRADESH,46,ASHOK NAGAR,33,Chanderi,Chanderi,Q5071013,4,GUNA,2304,,3.1227930081,0.15908089514,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:33
10,23,MADHYA PRADESH,14,REWA,69,Semariya,Semariya (Vidhan Sabha constituency),Q54244050,10,REWA,2310,,1.93378984828,0.07406480204,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:69
10,23,MADHYA PRADESH,14,REWA,73,Mangawan (SC),Mangawan (Vidhan Sabha constituency),Q54244694,10,REWA,2310,,1.75176634974,0.068628178,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:73
4,23,MADHYA PRADESH,46,ASHOK NAGAR,32,Ashok Nagar (SC),Ashok Nagar,Q4805777,4,GUNA,2304,,2.44663065944,0.11079930167,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:32
6,23,MADHYA PRADESH,9,CHHATARPUR,52,Bijawar,Bijawar,Q4907188,6,TIKAMGARH(SC),2306,,3.10304493108,0.19114865661,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:52
6,23,MADHYA PRADESH,8,TIKAMGARH,43,Tikamgarh,Tikamgarh,Q7801880,6,TIKAMGARH(SC),2306,,2.11037446734,0.07868197943,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:43
23,23,MADHYA PRADESH,19,MANDSAUR,227,Garoth,Garoth,Q55442701,23,MANDSOUR,2323,,2.73439760363,0.16260568771,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:227
23,23,MADHYA PRADESH,18,NEEMUCH *,228,Manasa,Manasa,Q6746984,23,MANDSOUR,2323,,1.93335641649,0.15460570638,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:228
10,23,MADHYA PRADESH,14,REWA,72,Deotalab,Deotalab (Vidhan Sabha constituency),Q54244590,10,REWA,2310,,1.96167987566,0.07299077651,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:72
10,23,MADHYA PRADESH,14,REWA,71,Mauganj,Mauganj (Vidhan Sabha constituency),Q54244481,10,REWA,2310,,2.19273621193,0.09506537068,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:71
4,23,MADHYA PRADESH,7,GUNA,29,Guna (SC),Guna,Q5618456,4,GUNA,2304,,1.48136538946,0.06644622996,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:29
9,23,MADHYA PRADESH,13,SATNA,62,Raigaon (SC),Raigaon (Vidhan Sabha constituency),Q54243230,9,SATNA,2309,,2.12051053144,0.10070940282,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:62
4,23,MADHYA PRADESH,46,ASHOK NAGAR,34,Mungaoli,Mungaoli,Q6935985,4,GUNA,2304,,2.21052485917,0.15240763766,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:34
9,23,MADHYA PRADESH,13,SATNA,67,Rampur-Baghelan,Rampur-Baghelan,Q7290059,9,SATNA,2309,,1.92221013508,0.10293694352,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:67
8,23,MADHYA PRADESH,10,PANNA,59,Gunnaor (SC),Gunnaor,Q5618924,8,KHAJURAHO,2308,,2.53057914807,0.13745622257,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:59
7,23,MADHYA PRADESH,9,CHHATARPUR,53,Malhara,Malhara,Q6743239,7,DAMOH,2307,,3.19431418835,0.17268750484,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:53
23,23,MADHYA PRADESH,18,NEEMUCH *,229,Neemuch,Neemuch,Q6986871,23,MANDSOUR,2323,,1.94659349848,0.09091249426,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:229
9,23,MADHYA PRADESH,13,SATNA,63,Satna,Satna,Q55442593,9,SATNA,2309,,0.97931816174,0.01969867522,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:63
20,23,MADHYA PRADESH,7,GUNA,31,Raghogarh,Raghogarh,Q7282974,20,RAJGARH,2320,,2.78129852898,0.13498815054,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:31
11,23,MADHYA PRADESH,17,SIDHI,79,Chitrangi (ST),Chitrangi (Vidhan Sabha constituency),Q54245409,11,SIDHI,2311,,2.73350869932,0.1780709321,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:79
10,23,MADHYA PRADESH,14,REWA,75,Gurh,Gurh (Vidhan Sabha constituency),Q54244874,10,REWA,2310,,1.9599674977,0.07414467855,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:75
10,23,MADHYA PRADESH,14,REWA,74,Rewa,Rewa (Vidhan Sabha constituency),Q54247026,10,REWA,2310,,0.7649472469,0.01530083508,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:74
20,23,MADHYA PRADESH,7,GUNA,30,Chachoura,Chachoura,Q5066095,20,RAJGARH,2320,,2.79220660137,0.13595733986,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:30
9,23,MADHYA PRADESH,13,SATNA,64,Nagod,Nagod (Vidhan Sabha constituency),Q13521926,9,SATNA,2309,,1.73785930283,0.08956346211,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:64
11,23,MADHYA PRADESH,17,SIDHI,78,Sihawal,Sihawal,Q55442595,11,SIDHI,2311,,2.50603652866,0.099015371,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:78
11,23,MADHYA PRADESH,17,SIDHI,76,Churhat,Churhat,Q30599904,11,SIDHI,2311,,1.94047381487,0.07845594233,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:76
23,23,MADHYA PRADESH,19,MANDSAUR,225,Malhargarh (SC),Malhargarh,Q55442699,23,MANDSOUR,2323,,2.78547114145,0.1194061419,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:225
11,23,MADHYA PRADESH,17,SIDHI,77,Sidhi,Sidhi (Vidhan Sabha constituency),Q54245096,11,SIDHI,2311,,1.655466982,0.0843274028,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:77
5,23,MADHYA PRADESH,11,SAGAR,35,Bina (SC),Bina,Q4913799,5,SAGAR,2305,,1.8620776931,0.09287656596,country:in/state:mp,MP,country:in/state:mp/assembly-constituency:35
