OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,toreconcile,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
1,17,MEGHALAYA,6,EAST KHASI HILLS,25,Mawsynram (ST),Mawsynram,Q55589581,1,SHILLONG (ST),1701,,1.49253113305,0.05286107634,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:25
1,17,MEGHALAYA,7,JAINTIA HILLS,5,Sutnga-Saipung (ST),Sutnga Saipung,Q51077204,1,SHILLONG (ST),1701,,2.24391813844,0.14052426049,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:5
2,17,MEGHALAYA,2,EAST GARO HILLS,43,William Nagar (ST),William Nagar,Q55589608,2,TURA (ST),1702,,1.07118316531,0.04337482201,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:43
2,17,MEGHALAYA,1,WEST GARO HILLS,52,Rangsakona (ST),Rangsakona,Q55589622,2,TURA (ST),1702,,0.61520817639,0.01506962209,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:52
1,17,MEGHALAYA,7,JAINTIA HILLS,6,Khliehriat (ST),Khliehriat,Q51077220,1,SHILLONG (ST),1701,,0.99231687082,0.03991669287,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:6
2,17,MEGHALAYA,3,SOUTH GARO HILLS *,58,Rongara-Siju (ST),Rongara Siju,Q55589633,2,TURA (ST),1702,,1.66996693243,0.0734275192,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:58
1,17,MEGHALAYA,6,EAST KHASI HILLS,28,Sohra (ST),Sohra,Q55589586,1,SHILLONG (ST),1701,,0.73958823268,0.01930603696,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:28
1,17,MEGHALAYA,4,WEST KHASI HILLS,36,Mawkyrwat (ST),Mawkyrwat,Q55589601,1,SHILLONG (ST),1701,,1.09165081844,0.04398129423,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:36
1,17,MEGHALAYA,7,JAINTIA HILLS,7,Amlarem (ST),Amlarem,Q51077231,1,SHILLONG (ST),1701,,1.28597432501,0.04704084528,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:7
2,17,MEGHALAYA,1,WEST GARO HILLS,53,Ampathi (ST),Ampati,Q55589623,2,TURA (ST),1702,,0.73220062888,0.01935822449,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:53
2,17,MEGHALAYA,1,WEST GARO HILLS,51,SouthTura (ST),South Tura,Q55589620,2,TURA (ST),1702,,0.16062712455,0.00108209513,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:51
1,17,MEGHALAYA,6,EAST KHASI HILLS,27,Pynursla (ST),Pynursla,Q55589585,1,SHILLONG (ST),1701,,0.86995863116,0.03655311867,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:27
1,17,MEGHALAYA,4,WEST KHASI HILLS,35,Ranikor (ST),Ranikor,Q55589600,1,SHILLONG (ST),1701,,1.83042843738,0.07088560974,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:35
2,17,MEGHALAYA,1,WEST GARO HILLS,56,Gambegre (ST),Gambegre,Q55589631,2,TURA (ST),1702,,0.96965429012,0.04421544005,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:56
2,17,MEGHALAYA,3,SOUTH GARO HILLS *,59,Chokpot (ST),Chokpot,Q30600162,2,TURA (ST),1702,,1.11940942282,0.05784465271,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:59
2,17,MEGHALAYA,1,WEST GARO HILLS,54,Mahendraganj (ST),Mahendraganj,Q55589625,2,TURA (ST),1702,,0.58106583873,0.01197963055,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:54
1,17,MEGHALAYA,6,EAST KHASI HILLS,26,Shella (ST),Shella,Q55589583,1,SHILLONG (ST),1701,,0.91095451079,0.03041888363,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:26
2,17,MEGHALAYA,1,WEST GARO HILLS,55,Salmanpara (ST),Salmanpara,Q55589630,2,TURA (ST),1702,,0.96041321803,0.02418595824,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:55
2,17,MEGHALAYA,3,SOUTH GARO HILLS *,60,Baghmara (ST),Baghmara,Q55589635,2,TURA (ST),1702,,1.24353921554,0.0408219702,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:60
2,17,MEGHALAYA,1,WEST GARO HILLS,57,Dalu (ST),Dalu,Q55589632,2,TURA (ST),1702,,0.51866338572,0.01382250745,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:57
1,17,MEGHALAYA,7,JAINTIA HILLS,4,Mowkaiaw (ST),Mowkaiaw,Q51077140,1,SHILLONG (ST),1701,,0.84537357822,0.02618055402,country:in/state:ml,ML,country:in/state:ml/assembly-constituency:4
