OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
1,20,JHARKHAND,9,SAHIBGANJ,1,RAJMAHAL,1,RAJMAHAL (ST),2001,Pre delimitation,1.73285758932,0.05054566535,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:1
1,20,JHARKHAND,9,SAHIBGANJ,2,BORIO (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.42161690864,0.07693144649,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:2
3,20,JHARKHAND,8,GODDA,18,MAHAGAMA,3,GODDA,2003,Pre delimitation,1.06937089008,0.03010190026,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:18
1,20,JHARKHAND,8,GODDA,2,BORIO (ST),1,RAJMAHAL (ST),2001,Pre delimitation,0.89124620075,0.02808471409,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:2
3,20,JHARKHAND,8,GODDA,17,GODDA,3,GODDA,2003,Pre delimitation,0.97404944719,0.04146187066,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:17
1,20,JHARKHAND,9,SAHIBGANJ,3,BARHAIT (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.31768064111,0.04764917844,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:3
1,20,JHARKHAND,8,GODDA,3,BARHAIT (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.50182067174,0.04854142015,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:3
1,20,JHARKHAND,9,SAHIBGANJ,5,PAKAUR,1,RAJMAHAL (ST),2001,Pre delimitation,0.84409898718,0.01973070591,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:5
1,20,JHARKHAND,10,PAKAUR,4,LITIPARA (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.58160064648,0.07403566559,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:4
3,20,JHARKHAND,8,GODDA,16,POREYAHAT,3,GODDA,2003,Pre delimitation,1.1578784916,0.05451845554,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:16
5,20,JHARKHAND,5,KODARMA,19,KODARMA,5,KODARMA,2005,Pre delimitation,2.2734125395,0.10747282954,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:19
1,20,JHARKHAND,10,PAKAUR,5,PAKAUR,1,RAJMAHAL (ST),2001,Pre delimitation,0.76282096779,0.02117791885,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:5
5,20,JHARKHAND,6,GIRIDIH,28,DHANWAR,5,KODARMA,2005,Pre delimitation,1.92109347145,0.1040423738,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:28
3,20,JHARKHAND,11,DUMKA,16,POREYAHAT,3,GODDA,2003,Pre delimitation,0.82038596833,0.02448733328,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:16
2,20,JHARKHAND,11,DUMKA,11,JAMA (ST),2,DUMKA (ST),2002,Pre delimitation,1.66768175441,0.07166978021,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:11
1,20,JHARKHAND,10,PAKAUR,6,MAHESHPUR (ST),1,RAJMAHAL (ST),2001,Pre delimitation,1.27582762595,0.06691577396,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:6
3,20,JHARKHAND,7,DEOGHAR,15,DEOGHAR (SC),3,GODDA,2003,Pre delimitation,1.30617917973,0.06281336802,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:15
5,20,JHARKHAND,6,GIRIDIH,30,JAMUA (SC),5,KODARMA,2005,Pre delimitation,1.43911148078,0.08319069942,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:30
13,20,JHARKHAND,2,PALAMU,79,HUSSAINABAD,13,PALAMU (SC),2013,Pre delimitation,1.75956478417,0.06223463576,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:79
3,20,JHARKHAND,11,DUMKA,12,JARMUNDI,3,GODDA,2003,Pre delimitation,0.93336288714,0.03345382096,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:12
14,20,JHARKHAND,4,HAZARIBAG,21,BARHI,14,HAZARIBAGH,2014,Pre delimitation,2.12880995623,0.10526575674,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:21
2,20,JHARKHAND,11,DUMKA,7,SIKARIPARA (ST),2,DUMKA (ST),2002,Pre delimitation,2.32012196138,0.1035338562,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:7
4,20,JHARKHAND,3,CHATRA,27,CHATRA (SC),4,CHATRA,2004,Pre delimitation,2.37874930363,0.16291878101,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:27
13,20,JHARKHAND,1,GARHWA,77,BISHRAMPUR,13,PALAMU (SC),2013,Pre delimitation,0.87347498231,0.03622153828,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:77
2,20,JHARKHAND,11,DUMKA,10,DUMKA (ST),2,DUMKA (ST),2002,Pre delimitation,1.99793470046,0.08104347961,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:10
13,20,JHARKHAND,1,GARHWA,81,BHAWANATHPUR,13,PALAMU (SC),2013,Pre delimitation,2.41643685202,0.13915030612,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:81
3,20,JHARKHAND,7,DEOGHAR,12,JARMUNDI,3,GODDA,2003,Pre delimitation,0.85810568964,0.02871604983,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:12
5,20,JHARKHAND,6,GIRIDIH,31,GANDEY,5,KODARMA,2005,Pre delimitation,1.4218972333,0.08374818757,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:31
3,20,JHARKHAND,7,DEOGHAR,13,MADHUPUR,3,GODDA,2003,Pre delimitation,1.46391818743,0.07315655973,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:13
5,20,JHARKHAND,5,KODARMA,20,BARKATHA,5,KODARMA,2005,Pre delimitation,0.85608296664,0.02167147992,country:in/state:jh,JH,country:in/state:jh/assembly-constituency:20
