OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
12,33,TAMIL NADU,7,VILUPPURAM,70,Gingee,Q5563008,12,ARANI,3312,,1.51435559122,0.06015461797,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:70
13,33,TAMIL NADU,7,VILUPPURAM,72,Tindivanam (SC),Q10953728,13,VILUPPURAM (SC),3313,,1.4648178088,0.04897278954,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:72
16,33,TAMIL NADU,9,NAMAKKAL   *,94,Namakkal,Q10963458,16,NAMAKKAL,3316,,1.68348560226,0.04556634486,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:94
24,33,TAMIL NADU,15,TIRUCHIRAPPALLI,142,Thiruverumbur,Q10965055,24,TIRUCHIRAPPALLI,3324,,0.81722209607,0.02280812449,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:142
26,33,TAMIL NADU,18,CUDDALORE,156,Kurinjipadi,Q10966003,26,CUDDALORE,3326,,1.26628646932,0.03409980476,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:156
9,33,TAMIL NADU,31,KRISHNAGIRI,54,Veppanahalli,Q10980326,9,KRISHNAGIRI,3309,,1.87947256294,0.08939488131,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:54
20,33,TAMIL NADU,12,COIMBATORE,121,Singanallur,Q11052085,20,COIMBATORE,3320,,0.31387720286,0.00353337305,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:121
21,33,TAMIL NADU,12,COIMBATORE,126,Madathukulam,Q11052636,21,POLLACHI,3321,,1.98036533553,0.08854583239,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:126
24,33,TAMIL NADU,15,TIRUCHIRAPPALLI,141,Tiruchirappalli West,Q11052794,24,TIRUCHIRAPPALLI,3324,,0.25768048166,0.00226192429,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:141
23,33,TAMIL NADU,15,TIRUCHIRAPPALLI,138,Manapparai,Q11052889,23,KARUR,3323,,1.98238078936,0.0796098149,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:138
