OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,toreconcile,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
1,33,TAMIL NADU,1,THIRUVALLUR,2,Ponneri (SC),Ponneri,Q7227916,1,TIRUVALLUR (SC),3301,,1.38623232696,0.04962046287,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:2
7,33,TAMIL NADU,1,THIRUVALLUR,3,Tiruttani,Tiruttani,Q7809434,7,ARAKKONAM,3307,,2.25773921555,0.0492428152,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:3
1,33,TAMIL NADU,1,THIRUVALLUR,4,Thiruvallur,Thiruvallur,Q22695819,1,TIRUVALLUR (SC),3301,,2.3657375835,0.05502239126,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:4
1,33,TAMIL NADU,1,THIRUVALLUR,1,Gummidipoondi,Gummidipundi,Q5618197,1,TIRUVALLUR (SC),3301,,2.23166046577,0.06578321851,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:1
1,33,TAMIL NADU,1,THIRUVALLUR,5,Poonamallee (SC),Poonamallee,Q7228705,1,TIRUVALLUR (SC),3301,,1.541051606,0.02769266557,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:5
1,33,TAMIL NADU,1,THIRUVALLUR,9,Madavaram,Madhavaram,Q6727295,1,TIRUVALLUR (SC),3301,,0.8677140825,0.01973342986,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:9
2,33,TAMIL NADU,1,THIRUVALLUR,10,Tiruvottiyur,Thiruvottiyur,Q7785566,2,CHENNAI NORTH,3302,,0.31665177202,0.00322824207,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:10
7,33,TAMIL NADU,4,VELLORE,38,Arakkonam (SC),Arakkonam,Q4783849,7,ARAKKONAM,3307,,1.29233821604,0.03321722087,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:38
7,33,TAMIL NADU,4,VELLORE,40,Katpadi,Katpadi,Q6377829,7,ARAKKONAM,3307,,1.19183919085,0.02898835045,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:40
1,33,TAMIL NADU,1,THIRUVALLUR,6,Avadi,Avadi,Q4827412,1,TIRUVALLUR (SC),3301,,0.47798700933,0.0061870554,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:6
7,33,TAMIL NADU,4,VELLORE,39,Sholingur,Sholinghur,Q7500235,7,ARAKKONAM,3307,,1.62506955524,0.05147045703,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:39
2,33,TAMIL NADU,2,CHENNAI,12,Perambur,Perambur,Q7166924,2,CHENNAI NORTH,3302,,0.13703120182,0.00103070788,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:12
2,33,TAMIL NADU,2,CHENNAI,11,Dr.Radhakrishnan Naga,Dr. Radhakrishnan Nagar,Q5304336,2,CHENNAI NORTH,3302,,0.1298464724,0.00082289259,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:11
5,33,TAMIL NADU,1,THIRUVALLUR,8,Ambattur,Ambattur,Q4741176,5,SRIPERUMBUDUR,3305,,0.23108349786,0.0030029592,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:8
2,33,TAMIL NADU,2,CHENNAI,13,Kolathur,Kolathur,Q12980494,2,CHENNAI NORTH,3302,,0.14759516205,0.00086209064,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:13
8,33,TAMIL NADU,4,VELLORE,45,Kilvaithinankuppam(SC,K. V. Kuppam,Q11163339,8,VELLORE,3308,,1.26935023658,0.03944861929,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:45
2,33,TAMIL NADU,2,CHENNAI,17,Royapuram,Royapuram,Q12974707,2,CHENNAI NORTH,3302,,0.11095217472,0.00046498021,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:17
4,33,TAMIL NADU,2,CHENNAI,14,Villivakkam,Villivakkam,Q7931116,4,CHENNAI CENTRAL,3304,,0.19272725101,0.00100709455,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:14
2,33,TAMIL NADU,2,CHENNAI,15,Thiru-Vi-Ka-Nagar(SC),Thiru. Vi. Ka. Nagar,Q7785244,2,CHENNAI NORTH,3302,,0.11246596753,0.00052779917,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:15
5,33,TAMIL NADU,1,THIRUVALLUR,7,Maduravoyal,Maduravoyal,Q6728851,5,SRIPERUMBUDUR,3305,,0.28399587912,0.00317522852,country:in/state:tn,TN,country:in/state:tn/assembly-constituency:7
