OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB
4,1,JAMMU & KASHMIR,7,LEH(LADAKH),48,LEH,4,LADAKH,0,Pre delimitation,12.6407001112,3.38041587616,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:48
1,1,JAMMU & KASHMIR,2,BARAMULA,8,SOPORE,1,BARAMULLA,0,Pre delimitation,0.65210399984,0.01908841997,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:8
1,1,JAMMU & KASHMIR,2,BARAMULA,11,SONAWARI,1,BARAMULLA,0,Pre delimitation,0.9600846931,0.02920664274,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:11
2,1,JAMMU & KASHMIR,3,SRINAGAR,16,KANGAN,2,SRINAGAR,0,Pre delimitation,2.23994838433,0.11308428127,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:16
1,1,JAMMU & KASHMIR,2,BARAMULA,7,RAFIABAD,1,BARAMULLA,0,Pre delimitation,0.891245953,0.03064681859,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:7
2,1,JAMMU & KASHMIR,3,SRINAGAR,17,GANDERBAL,2,SRINAGAR,0,Pre delimitation,1.25736601463,0.03210265789,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:17
4,1,JAMMU & KASHMIR,8,KARGIL,50,ZANSKAR,4,LADAKH,0,Pre delimitation,6.62189077672,0.80235586542,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:50
1,1,JAMMU & KASHMIR,2,BARAMULA,12,SANGRAMA,1,BARAMULLA,0,Pre delimitation,0.91523316954,0.01401694096,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:12
1,1,JAMMU & KASHMIR,2,BARAMULA,13,BARAMULA,1,BARAMULLA,0,Pre delimitation,0.97608708236,0.02103458856,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:13
1,1,JAMMU & KASHMIR,2,BARAMULA,6,URI,1,BARAMULLA,0,Pre delimitation,1.70361003969,0.0780211994,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:6
1,1,JAMMU & KASHMIR,2,BARAMULA,15,PATTAN,1,BARAMULLA,0,Pre delimitation,0.90234836767,0.01110612428,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:15
3,1,JAMMU & KASHMIR,6,ANANTNAG,46,PAHALGAM,3,ANANTANAG,0,Pre delimitation,2.03725261953,0.12382321096,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:46
5,1,JAMMU & KASHMIR,9,DODA,51,KISHTWAR,5,UDHAMPUR,0,Pre delimitation,5.53179324992,0.67220937097,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:51
1,1,JAMMU & KASHMIR,2,BARAMULA,14,GULMARG,1,BARAMULLA,0,Pre delimitation,1.4292500835,0.04337307594,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:14
2,1,JAMMU & KASHMIR,3,SRINAGAR,25,BATAMALOO,2,SRINAGAR,0,Pre delimitation,0.58962017008,0.00612451081,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:25
2,1,JAMMU & KASHMIR,3,SRINAGAR,25,BATAMALOO,2,SRINAGAR,0,Pre delimitation,0.23890487823,0.00175189071,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:25
2,1,JAMMU & KASHMIR,3,SRINAGAR,20,EIDGAH,2,SRINAGAR,0,Pre delimitation,0.24699967453,0.00354642783,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:20
2,1,JAMMU & KASHMIR,3,SRINAGAR,19,ZADIBAL,2,SRINAGAR,0,Pre delimitation,0.26072785483,0.00321750555,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:19
2,1,JAMMU & KASHMIR,3,SRINAGAR,18,HAZRATBAL,2,SRINAGAR,0,Pre delimitation,0.54040144287,0.0062138534,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:18
2,1,JAMMU & KASHMIR,3,SRINAGAR,23,AMIRA KADA,2,SRINAGAR,0,Pre delimitation,0.54552921183,0.00631847607,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:23
2,1,JAMMU & KASHMIR,4,BADGAM,28,BEERWAH,2,SRINAGAR,0,Pre delimitation,1.12799627048,0.0195409614,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:28
2,1,JAMMU & KASHMIR,3,SRINAGAR,25,BATAMALOO,2,SRINAGAR,0,Pre delimitation,0.0729590523,0.0002175296,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:25
2,1,JAMMU & KASHMIR,4,BADGAM,27,BADGAM,2,SRINAGAR,0,Pre delimitation,0.67057006256,0.01185987575,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:27
2,1,JAMMU & KASHMIR,3,SRINAGAR,22,HABBA KADA,2,SRINAGAR,0,Pre delimitation,0.27856983526,0.00142533806,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:22
2,1,JAMMU & KASHMIR,3,SRINAGAR,21,KHANIYAR,2,SRINAGAR,0,Pre delimitation,0.29219501768,0.00365330559,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:21
2,1,JAMMU & KASHMIR,3,SRINAGAR,23,AMIRA KADA,2,SRINAGAR,0,Pre delimitation,0.05666678988,0.00014669139,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:23
3,1,JAMMU & KASHMIR,5,PULWAMA,32,PAMPORE,3,ANANTANAG,0,Pre delimitation,1.10243482441,0.02419974347,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:32
3,1,JAMMU & KASHMIR,5,PULWAMA,31,TRAL,3,ANANTANAG,0,Pre delimitation,1.03252270062,0.03337226499,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:31
2,1,JAMMU & KASHMIR,3,SRINAGAR,24,SONAWAR,2,SRINAGAR,0,Pre delimitation,0.40313371151,0.00681745014,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:24
2,1,JAMMU & KASHMIR,4,BADGAM,28,BEERWAH,2,SRINAGAR,0,Pre delimitation,0.39019489687,0.00450833106,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:28
2,1,JAMMU & KASHMIR,4,BADGAM,26,CHADOORA,2,SRINAGAR,0,Pre delimitation,0.51983111521,0.00717744932,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:26
2,1,JAMMU & KASHMIR,4,BADGAM,29,KHAN SAHEB,2,SRINAGAR,0,Pre delimitation,1.57126557792,0.05369876097,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:29
6,1,JAMMU & KASHMIR,11,PUNCH,87,POONCH HAVELI,6,JAMMU,0,Pre delimitation,1.83200423606,0.07238385487,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:87
2,1,JAMMU & KASHMIR,4,BADGAM,30,CHRAR SHAR,2,SRINAGAR,0,Pre delimitation,1.08328090665,0.03134605477,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:30
3,1,JAMMU & KASHMIR,5,PULWAMA,33,PULWAMA,3,ANANTANAG,0,Pre delimitation,0.81038747722,0.01309343477,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:33
3,1,JAMMU & KASHMIR,5,PULWAMA,34,RAJPORA,3,ANANTANAG,0,Pre delimitation,0.96935623244,0.01731358036,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:34
3,1,JAMMU & KASHMIR,6,ANANTNAG,45,BIJBEHARA,3,ANANTANAG,0,Pre delimitation,0.71494145019,0.01467886854,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:45
6,1,JAMMU & KASHMIR,11,PUNCH,85,SURAN KOTE,6,JAMMU,0,Pre delimitation,1.58206229375,0.06203440916,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:85
3,1,JAMMU & KASHMIR,6,ANANTNAG,39,HOM SHALI,3,ANANTANAG,0,Pre delimitation,0.51120215462,0.00337471077,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:39
3,1,JAMMU & KASHMIR,5,PULWAMA,36,SHOPIAN,3,ANANTANAG,0,Pre delimitation,1.14020516809,0.03206386112,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:36
3,1,JAMMU & KASHMIR,6,ANANTNAG,44,SHANGUS,3,ANANTANAG,0,Pre delimitation,1.05893854864,0.02855547544,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:44
3,1,JAMMU & KASHMIR,5,PULWAMA,35,WACHI,3,ANANTANAG,0,Pre delimitation,0.97910963973,0.0173451232,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:35
3,1,JAMMU & KASHMIR,6,ANANTNAG,39,HOM SHALI,3,ANANTANAG,0,Pre delimitation,0.18832607685,0.00082867991,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:39
3,1,JAMMU & KASHMIR,6,ANANTNAG,39,HOM SHALI,3,ANANTANAG,0,Pre delimitation,0.49835674195,0.00586682174,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:39
6,1,JAMMU & KASHMIR,11,PUNCH,86,MENDHAR,6,JAMMU,0,Pre delimitation,1.21690034241,0.04372560949,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:86
3,1,JAMMU & KASHMIR,6,ANANTNAG,40,ANANTNAG,3,ANANTANAG,0,Pre delimitation,0.12837966679,0.00066984632,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:40
3,1,JAMMU & KASHMIR,6,ANANTNAG,40,ANANTNAG,3,ANANTANAG,0,Pre delimitation,0.84715922683,0.0086124726,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:40
3,1,JAMMU & KASHMIR,6,ANANTNAG,38,KULGAM,3,ANANTANAG,0,Pre delimitation,0.89539316327,0.01200125727,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:38
3,1,JAMMU & KASHMIR,6,ANANTNAG,43,KOKERNAG,3,ANANTANAG,0,Pre delimitation,1.41900342699,0.06998535333,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:43
3,1,JAMMU & KASHMIR,6,ANANTNAG,41,DEVSAR,3,ANANTANAG,0,Pre delimitation,0.79443332631,0.00708436002,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:41
5,1,JAMMU & KASHMIR,9,DODA,52,INDERWAL,5,UDHAMPUR,0,Pre delimitation,2.81439445413,0.14015131726,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:52
3,1,JAMMU & KASHMIR,6,ANANTNAG,37,NOORABAD,3,ANANTANAG,0,Pre delimitation,1.75827524693,0.08766341712,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:37
3,1,JAMMU & KASHMIR,6,ANANTNAG,40,ANANTNAG,3,ANANTANAG,0,Pre delimitation,0.03585372996,7.559048e-05,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:40
3,1,JAMMU & KASHMIR,6,ANANTNAG,42,DORU,3,ANANTANAG,0,Pre delimitation,0.94210989388,0.01980180504,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:42
6,1,JAMMU & KASHMIR,12,RAJAURI,83,RAJAURI,6,JAMMU,0,Pre delimitation,1.3938594119,0.05634935885,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:83
5,1,JAMMU & KASHMIR,9,DODA,56,BANIHAL,5,UDHAMPUR,0,Pre delimitation,1.24764281957,0.05705169616,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:56
6,1,JAMMU & KASHMIR,12,RAJAURI,82,DARHAL,6,JAMMU,0,Pre delimitation,1.62507869186,0.0560108493,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:82
5,1,JAMMU & KASHMIR,10,UDHAMPUR,57,GULABGARH,5,UDHAMPUR,0,Pre delimitation,1.7058513642,0.08458596976,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:57
5,1,JAMMU & KASHMIR,9,DODA,55,RAMBAN,5,UDHAMPUR,0,Pre delimitation,1.26562964264,0.04709462076,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:55
5,1,JAMMU & KASHMIR,10,UDHAMPUR,59,GOOL-ARNAS,5,UDHAMPUR,0,Pre delimitation,1.5328499902,0.04886303828,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:59
6,1,JAMMU & KASHMIR,12,RAJAURI,84,KALA KOTE,6,JAMMU,0,Pre delimitation,1.87508185984,0.06493097099,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:84
5,1,JAMMU & KASHMIR,9,DODA,55,RAMBAN,5,UDHAMPUR,0,Pre delimitation,1.25078068568,0.05939287395,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:55
6,1,JAMMU & KASHMIR,12,RAJAURI,81,NAUSHEHRA,6,JAMMU,0,Pre delimitation,1.80796686201,0.05893880808,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:81
5,1,JAMMU & KASHMIR,9,DODA,53,DODA,5,UDHAMPUR,0,Pre delimitation,1.44559320651,0.05498052637,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:53
5,1,JAMMU & KASHMIR,10,UDHAMPUR,58,REASI,5,UDHAMPUR,0,Pre delimitation,2.30843326011,0.07239892501,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:58
5,1,JAMMU & KASHMIR,10,UDHAMPUR,58,REASI,5,UDHAMPUR,0,Pre delimitation,1.07915639431,0.01803210395,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:58
5,1,JAMMU & KASHMIR,10,UDHAMPUR,60,UDHAMPUR,5,UDHAMPUR,0,Pre delimitation,0.20943857556,0.00190740527,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:60
5,1,JAMMU & KASHMIR,10,UDHAMPUR,61,CHENANI,5,UDHAMPUR,0,Pre delimitation,1.82312785093,0.05504807092,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:61
5,1,JAMMU & KASHMIR,9,DODA,54,BHADERWAH,5,UDHAMPUR,0,Pre delimitation,2.58574574364,0.11514045601,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:54
5,1,JAMMU & KASHMIR,9,DODA,52,INDERWAL,5,UDHAMPUR,0,Pre delimitation,1.12705484829,0.01230465241,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:52
6,1,JAMMU & KASHMIR,13,JAMMU,79,AKHNOOR,6,JAMMU,0,Pre delimitation,1.47460250594,0.04191099387,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:79
5,1,JAMMU & KASHMIR,10,UDHAMPUR,60,UDHAMPUR,5,UDHAMPUR,0,Pre delimitation,1.5634692919,0.03417864094,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:60
6,1,JAMMU & KASHMIR,13,JAMMU,80,CHHAMB,6,JAMMU,0,Pre delimitation,1.15571695521,0.03905653212,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:80
6,1,JAMMU & KASHMIR,13,JAMMU,78,RAIPUR DOMANA,6,JAMMU,0,Pre delimitation,0.78575739697,0.02361111939,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:78
6,1,JAMMU & KASHMIR,13,JAMMU,70,NAGROTA,6,JAMMU,0,Pre delimitation,1.12064955744,0.04216060781,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:70
5,1,JAMMU & KASHMIR,10,UDHAMPUR,62,RAM NAGAR,5,UDHAMPUR,0,Pre delimitation,2.11080827542,0.10525464967,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:62
6,1,JAMMU & KASHMIR,13,JAMMU,77,MARH,6,JAMMU,0,Pre delimitation,0.72479108252,0.01922029537,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:77
5,1,JAMMU & KASHMIR,14,KATHUA,63,BANI,5,UDHAMPUR,0,Pre delimitation,1.3667438774,0.05420592527,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:63
6,1,JAMMU & KASHMIR,13,JAMMU,73,JAMMU WEST,6,JAMMU,0,Pre delimitation,0.24946866314,0.00215769179,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:73
6,1,JAMMU & KASHMIR,13,JAMMU,72,JAMMU EAST,6,JAMMU,0,Pre delimitation,0.21501440822,0.00197642221,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:72
6,1,JAMMU & KASHMIR,13,JAMMU,68,SAMBA,6,JAMMU,0,Pre delimitation,1.49945535055,0.04371633203,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:68
6,1,JAMMU & KASHMIR,13,JAMMU,69,VIJAYPUR,6,JAMMU,0,Pre delimitation,0.35982024755,0.00433623326,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:69
6,1,JAMMU & KASHMIR,13,JAMMU,71,GANDHI NAGAR,6,JAMMU,0,Pre delimitation,0.49762271311,0.0069795511,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:71
5,1,JAMMU & KASHMIR,10,UDHAMPUR,62,RAM NAGAR,5,UDHAMPUR,0,Pre delimitation,0.26577353526,0.00233902966,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:62
6,1,JAMMU & KASHMIR,13,JAMMU,68,SAMBA,6,JAMMU,0,Pre delimitation,0.18195598561,0.00144122083,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:68
6,1,JAMMU & KASHMIR,13,JAMMU,69,VIJAYPUR,6,JAMMU,0,Pre delimitation,1.23976267728,0.02898133363,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:69
5,1,JAMMU & KASHMIR,10,UDHAMPUR,62,RAM NAGAR,5,UDHAMPUR,0,Pre delimitation,0.16145658367,0.00076075422,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:62
5,1,JAMMU & KASHMIR,14,KATHUA,66,BILLAWAR,5,UDHAMPUR,0,Pre delimitation,1.96843856938,0.05531798128,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:66
6,1,JAMMU & KASHMIR,13,JAMMU,76,SUCHET GARH,6,JAMMU,0,Pre delimitation,0.81309257874,0.01686378179,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:76
6,1,JAMMU & KASHMIR,13,JAMMU,74,BISHNAH,6,JAMMU,0,Pre delimitation,0.97622876848,0.01751321729,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:74
6,1,JAMMU & KASHMIR,13,JAMMU,75,RANBIR SINGH PURA,6,JAMMU,0,Pre delimitation,0.54105549271,0.0073925751,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:75
5,1,JAMMU & KASHMIR,14,KATHUA,64,BASOHLI,5,UDHAMPUR,0,Pre delimitation,1.402886661,0.06300392042,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:64
5,1,JAMMU & KASHMIR,13,JAMMU,67,HIRA NAGAR,5,UDHAMPUR,0,Pre delimitation,0.65870974717,0.01779213996,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:67
5,1,JAMMU & KASHMIR,14,KATHUA,65,KATHUA,5,UDHAMPUR,0,Pre delimitation,1.21060586577,0.04262473309,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:65
5,1,JAMMU & KASHMIR,14,KATHUA,67,HIRA NAGAR,5,UDHAMPUR,0,Pre delimitation,0.21737719802,0.00147711914,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:67
5,1,JAMMU & KASHMIR,14,KATHUA,67,HIRA NAGAR,5,UDHAMPUR,0,Pre delimitation,0.71428527917,0.02039130523,country:in/state:jk,JK,country:in/state:jk/assembly-constituency:67
