OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB,NAME_HI
3,2,HIMACHAL PRADESH,6,HAMIRPUR,39,Barsar,Q15946954,3,HAMIRPUR,203,,0.92202549124,0.02704100526,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:39,"बड़सर विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
2,2,HIMACHAL PRADESH,5,MANDI,28,Nachan (SC),Q15650551,2,MANDI,202,,1.17803577905,0.03906202628,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:28,"नाचन विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
2,2,HIMACHAL PRADESH,4,KULLU,25,Anni (SC),Q15644766,2,MANDI,202,,1.29147541473,0.06774540594,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:25,"आनी विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
3,2,HIMACHAL PRADESH,8,BILASPUR,47,Ghumarwin,Q15647371,3,HAMIRPUR,203,,0.91779027808,0.01926259333,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:47,"घुमारवीं विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
3,2,HIMACHAL PRADESH,7,UNA,43,Haroli,Q15946948,3,HAMIRPUR,203,,0.91668229233,0.02936365769,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:43,"हरोली विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
2,2,HIMACHAL PRADESH,5,MANDI,27,Sundernagar,Q15957705,2,MANDI,202,,1.23804090408,0.03559944319,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:27,"सुन्दरनगर विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
3,2,HIMACHAL PRADESH,8,BILASPUR,48,Bilaspur,Q15665706,3,HAMIRPUR,203,,1.21322713954,0.01910008328,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:48,"बिलासपुर विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
3,2,HIMACHAL PRADESH,7,UNA,44,Una,Q15645278,3,HAMIRPUR,203,,0.60566155822,0.01025379632,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:44,"उना विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
3,2,HIMACHAL PRADESH,8,BILASPUR,46,Jhanduta (SC),Q15946947,3,HAMIRPUR,203,,1.02640077576,0.03103691023,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:46,"झंडूता विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
3,2,HIMACHAL PRADESH,8,BILASPUR,49,Sri Naina Deviji,Q15946945,3,HAMIRPUR,203,,1.89478962968,0.0411597477,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:49,"श्री नैना देवी जी विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
2,2,HIMACHAL PRADESH,5,MANDI,26,Karsog (SC),Q15645856,2,MANDI,202,,1.06822681087,0.04972686324,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:26,"करसोग विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,11,SHIMLA,67,Rohru (SC),Q15957703,4,SHIMLA (SC),204,,1.97216664372,0.11628710489,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:67,"रोहड़ू विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,9,SOLAN,50,Arki,Q15644074,4,SHIMLA (SC),204,,1.28117003653,0.04668468623,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:50,"अर्की विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,11,SHIMLA,61,Theog,Q15647969,4,SHIMLA (SC),204,,1.43895381043,0.05305761118,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:61,"ठियोग विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,11,SHIMLA,64,Shimla Rural,Q15946957,4,SHIMLA (SC),204,,1.76170793755,0.04431206879,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:64,"शिमला ग्रामीण विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,9,SOLAN,51,Nalagarh,Q15650601,4,SHIMLA (SC),204,,0.93761379346,0.0408741481,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:51,"नालागढ़ विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,11,SHIMLA,65,Jubbal-Kotkhai,Q15647838,4,SHIMLA (SC),204,,1.69614432268,0.05971564227,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:65,"जुब्बल-कोटखाई विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,11,SHIMLA,62,Kasumpti,Q15646358,4,SHIMLA (SC),204,,1.11727259716,0.02920305308,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:62,"कुसुम्पटी विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,11,SHIMLA,63,Shimla,Q15957702,4,SHIMLA (SC),204,,0.25417367036,0.00164518797,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:63,"शिमला विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,9,SOLAN,53,Solan (SC),Q10820124,4,SHIMLA (SC),204,,1.19330350854,0.03287381242,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:53,"सोलन विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,11,SHIMLA,60,Chopal,Q15647679,4,SHIMLA (SC),204,,1.64980209939,0.08805433754,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:60,"चौपाल विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,9,SOLAN,52,Doon,Q15649007,4,SHIMLA (SC),204,,0.94389991758,0.03296973726,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:52,"दून विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,9,SOLAN,54,Kasauli (SC),Q15645977,4,SHIMLA (SC),204,,1.10952355423,0.02858832469,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:54,"कसौली विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,10,SIRMAUR,55,Pachhad (SC),Q15651317,4,SHIMLA (SC),204,,1.49575826506,0.07272523611,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:55,"पच्छाद विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,10,SIRMAUR,57,Sri Renukaji (SC,Q15946955,4,SHIMLA (SC),204,,1.71183855106,0.06371663468,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:57,"श्री रेणुकाजी विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,10,SIRMAUR,59,Shillai,Q15957701,4,SHIMLA (SC),204,,1.27527929999,0.04409093393,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:59,"शिलाई विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,10,SIRMAUR,56,Nahan,Q15650624,4,SHIMLA (SC),204,,1.57710838995,0.0552227577,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:56,"नाहन विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
4,2,HIMACHAL PRADESH,10,SIRMAUR,58,Paonta Sahib,Q15946958,4,SHIMLA (SC),204,,1.09219793202,0.03042786351,country:in/state:hp,HP,country:in/state:hp/assembly-constituency:58,"पौंटा साहिब विधानसभा निर्वाचन क्षेत्र, हिमाचल प्रदेश"
