OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,toreconcile,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB,NAME_HI
1,14,MANIPUR,6,IMPHAL WEST,21,Naoriya Pakhanglak*,Naoriya pakhanglakpa,Q55587651,1,INNER MANIPUR,1401,Pre delimitation,0.20544188962,0.00182893593,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:21,
2,14,MANIPUR,7,IMPHAL EAST *,40,Jiribam,Jiribam,Q55587670,2,OUTER MANIPUR,1402,Pre delimitation,1.00916041907,0.02951777072,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:40,
1,14,MANIPUR,7,IMPHAL EAST *,20,langthabal,Langthabal,Q30601173,1,INNER MANIPUR,1401,Pre delimitation,0.16890117878,0.00145328208,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:20,
1,14,MANIPUR,7,IMPHAL EAST *,6,Keirao,Keirao,Q55587640,1,INNER MANIPUR,1401,Pre delimitation,0.25487417103,0.00255609486,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:6,
2,14,MANIPUR,5,THOUBAL,33,Heirok,Heirok,Q55587663,2,OUTER MANIPUR,1402,Pre delimitation,0.47227606776,0.00498037787,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:33,
1,14,MANIPUR,5,THOUBAL,22,Wangoi,Wangoi,Q55587652,1,INNER MANIPUR,1401,Pre delimitation,0.34549338493,0.00284515734,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:22,
1,14,MANIPUR,4,BISHNUPUR,25,Oinam,Oinam,Q55587655,1,INNER MANIPUR,1401,Pre delimitation,0.41228699772,0.00646096535,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:25,
1,14,MANIPUR,1,SENAPATI,32,Wangkhem,Wangkhem,Q55587662,1,INNER MANIPUR,1401,Pre delimitation,0.07822172961,0.00033510457,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:32,
1,14,MANIPUR,4,MANIPUR CENTRAL,24,Nambol,Nambol,Q55587654,1,INNER MANIPUR,1401,Pre delimitation,0.15951258489,0.00157054734,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:24,
1,14,MANIPUR,5,THOUBAL,30,Lilong,Lilong,Q55587660,1,INNER MANIPUR,1401,Pre delimitation,0.24300392328,0.00254445399,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:30,
1,14,MANIPUR,5,THOUBAL,31,Thoubal,Thoubal,Q55587661,1,INNER MANIPUR,1401,Pre delimitation,0.1344393527,0.0007183528,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:31,
2,14,MANIPUR,5,THOUBAL,35,Khangabo,Khangabok,Q55587665,2,OUTER MANIPUR,1402,Pre delimitation,0.31486310085,0.0050211794,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:35,
1,14,MANIPUR,6,IMPHAL WEST,23,Mayang Imphal,Mayang imphal,Q55587653,1,INNER MANIPUR,1401,Pre delimitation,0.46884641866,0.00516573387,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:23,
2,14,MANIPUR,9,CHANDEL,42,Tengnoupal,Tengnoupal,Q55587671,2,OUTER MANIPUR,1402,Pre delimitation,2.04459429308,0.11494681643,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:42,
2,14,MANIPUR,5,THOUBAL,36,Wabgai,Wabgai,Q30599934,2,OUTER MANIPUR,1402,Pre delimitation,0.36878516502,0.005718263,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:36,
2,14,MANIPUR,5,THOUBAL,34,Wangjing Tentha,Wangjing tentha,Q55587664,2,OUTER MANIPUR,1402,Pre delimitation,0.34986935829,0.00455575094,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:34,
1,14,MANIPUR,4,BISHNUPUR,26,Bishenpur,Bishnupur,Q55587656,1,INNER MANIPUR,1401,Pre delimitation,0.33530098173,0.00589283274,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:26,
1,14,MANIPUR,4,BISHNUPUR,28,Thanga,Thanga,Q55587658,1,INNER MANIPUR,1401,Pre delimitation,0.6518760288,0.01631770738,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:28,
2,14,MANIPUR,3,CHURACHANDPUR,57,Henglep,Henglep,Q55587683,2,OUTER MANIPUR,1402,Pre delimitation,1.55585161304,0.08011423447,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:57,
2,14,MANIPUR,5,THOUBAL,37,Kakching,Kakching,Q55587667,2,OUTER MANIPUR,1402,Pre delimitation,0.48884417488,0.00817645226,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:37,
2,14,MANIPUR,5,THOUBAL,38,Hiyanglam,Hiyanglam,Q55587668,2,OUTER MANIPUR,1402,Pre delimitation,0.5907311961,0.0162054153,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:38,
2,14,MANIPUR,3,CHURACHANDPUR,56,Thanlon,Thanlon,Q55587682,2,OUTER MANIPUR,1402,Pre delimitation,1.774394492,0.09687070515,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:56,
2,14,MANIPUR,3,CHURACHANDPUR,55,Tipaimukh,Tipaimukh,Q48727058,2,OUTER MANIPUR,1402,Pre delimitation,1.64485524102,0.09029618632,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:55,
1,14,MANIPUR,4,BISHNUPUR,27,Moirang,Moirang,Q55587657,1,INNER MANIPUR,1401,Pre delimitation,0.24346820384,0.00292349068,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:27,
1,14,MANIPUR,4,BISHNUPUR,29,Kumbi,Kumbi,Q55587659,1,INNER MANIPUR,1401,Pre delimitation,0.78888286903,0.00895181718,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:29,
2,14,MANIPUR,9,CHANDEL,41,Chandel,Chandel,Q48727060,2,OUTER MANIPUR,1402,Pre delimitation,2.17135506823,0.16855205809,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:41,
2,14,MANIPUR,5,THOUBAL,39,Sugnoo,Sugnu,Q55587669,2,OUTER MANIPUR,1402,Pre delimitation,0.58717404468,0.00981642347,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:39,
2,14,MANIPUR,3,CHURACHANDPUR,59,Saikot,Saikot,Q55587684,2,OUTER MANIPUR,1402,Pre delimitation,0.6900286902,0.02034828026,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:59,
2,14,MANIPUR,3,CHURACHANDPUR,58,Churachandpur,Churachandpur,Q48728019,2,OUTER MANIPUR,1402,Pre delimitation,0.57563566618,0.0096970345,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:58,
2,14,MANIPUR,3,CHURACHANDPUR,60,Singhat,Singhat,Q55587687,2,OUTER MANIPUR,1402,Pre delimitation,1.70193038639,0.10964378722,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:60,
1,14,MANIPUR,7,IMPHAL EAST *,11,Sagolband,Sagolband,Q55587643,1,INNER MANIPUR,1401,Pre delimitation,0.17577942884,0.00151351181,country:in/state:mn,MN,country:in/state:mn/assembly-constituency:11,
