OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,toreconcile,WIKIDATA,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,MS_FB_PARE,ISO 3166-2,MS_FB,NAME_HI
1,16,TRIPURA,1,WEST TRIPURA,29,KRISHNAPUR (ST),Krishnapur,Q54449876,1,TRIPURA WEST,1601,,0.90335035991,0.02373167851,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:29,
1,16,TRIPURA,1,WEST TRIPURA,11,MANDAIBAZAR(ST),Mandaibazar,Q54449676,1,TRIPURA WEST,1601,,0.90377125195,0.01776529515,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:11,
2,16,TRIPURA,1,WEST TRIPURA,28,TELIAMURA,Teliamura,Q54449860,2,TRIPURA EAST(ST),1602,,0.45898517977,0.0088093308,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:28,
1,16,TRIPURA,1,WEST TRIPURA,4,BARJALA (SC),Barjala,Q48734898,1,TRIPURA WEST,1601,,0.26835605081,0.00236759056,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:4,
1,16,TRIPURA,1,WEST TRIPURA,5,KHAYERPUR,Khayerpur,Q48734949,1,TRIPURA WEST,1601,,0.51411112177,0.00712902632,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:5,
2,16,TRIPURA,3,DHALAI  *,44,RAIMA VALLEY (ST),Raima Valley,Q55739063,2,TRIPURA EAST(ST),1602,,1.25936557371,0.06529541014,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:44,
1,16,TRIPURA,1,WEST TRIPURA,6,AGARTALA,Agartala,Q17011469,1,TRIPURA WEST,1601,,0.08342584764,0.00044088303,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:6,
1,16,TRIPURA,1,WEST TRIPURA,10,MAJLISHPUR,Majlishpur,Q30599533,1,TRIPURA WEST,1601,,0.22035085778,0.00210231424,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:10,
1,16,TRIPURA,1,WEST TRIPURA,7,RAMNAGAR,Ramnagar,Q48734966,1,TRIPURA WEST,1601,,0.1083720752,0.00046334751,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:7,
1,16,TRIPURA,1,WEST TRIPURA,9,BANAMALIPUR,Banamalipur,Q48734973,1,TRIPURA WEST,1601,,0.0948866298,0.00049466307,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:9,
1,16,TRIPURA,1,WEST TRIPURA,8,TOWN BORDOWALI,Town Bordowali,Q48734968,1,TRIPURA WEST,1601,,0.12734028321,0.00065459569,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:8,
1,16,TRIPURA,1,WEST TRIPURA,13,PRATAPGARH (SC),Pratapgarh,Q54449770,1,TRIPURA WEST,1601,,0.14929130664,0.00089254389,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:13,
1,16,TRIPURA,1,WEST TRIPURA,12,TAKARJALA (ST),Takarjala,Q54449764,1,TRIPURA WEST,1601,,0.70614570816,0.02311874785,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:12,
1,16,TRIPURA,1,WEST TRIPURA,18,SURYAMANINAGAR,Suryamaninagar,Q54449814,1,TRIPURA WEST,1601,,0.36585110181,0.00441592114,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:18,
1,16,TRIPURA,1,WEST TRIPURA,14,BADHARGHAT (SC),Badharghat,Q54449782,1,TRIPURA WEST,1601,,0.15690605803,0.00139535266,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:14,
2,16,TRIPURA,2,SOUTH TRIPURA,41,AMPINAGAR (ST),Ampinagar,Q55739060,2,TRIPURA EAST(ST),1602,,1.3642437495,0.04072912261,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:41,
1,16,TRIPURA,1,WEST TRIPURA,17,GOLAGHATI (ST),Golaghati,Q54449811,1,TRIPURA WEST,1601,,0.70408302976,0.01548683905,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:17,
2,16,TRIPURA,2,SOUTH TRIPURA,42,AMARPUR,Amarpur,Q55739061,2,TRIPURA EAST(ST),1602,,1.52908391774,0.0200304099,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:42,
1,16,TRIPURA,1,WEST TRIPURA,15,KAMALASAGAR,Kamalasagar,Q54449789,1,TRIPURA WEST,1601,,0.5014780817,0.00781290899,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:15,
1,16,TRIPURA,2,SOUTH TRIPURA,30,BAGMA (ST),Bagma,Q55739051,1,TRIPURA WEST,1601,,0.6982061502,0.01895846545,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:30,
1,16,TRIPURA,1,WEST TRIPURA,16,BISHALGARH,Bishalgarh,Q54449804,1,TRIPURA WEST,1601,,0.34687887975,0.00447086135,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:16,
1,16,TRIPURA,1,WEST TRIPURA,19,CHARILAM (ST),Charilam,Q54449817,1,TRIPURA WEST,1601,,0.5064540701,0.00959792029,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:19,
1,16,TRIPURA,1,WEST TRIPURA,20,BOXANAGAR,Boxanagar,Q54449819,1,TRIPURA WEST,1601,,0.65162623572,0.01112365263,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:20,
1,16,TRIPURA,2,SOUTH TRIPURA,32,MATARBARI,Matabari,Q55739053,1,TRIPURA WEST,1601,,0.85153964942,0.01864178814,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:32,
1,16,TRIPURA,1,WEST TRIPURA,21,NALCHAR (SC),Nalchar,Q54449821,1,TRIPURA WEST,1601,,0.40910995438,0.00856501234,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:21,
1,16,TRIPURA,2,SOUTH TRIPURA,31,RADHAKISHOREPUR,Radhakishorpur,Q55739052,1,TRIPURA WEST,1601,,0.23062260653,0.00280676491,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:31,
1,16,TRIPURA,2,SOUTH TRIPURA,33,KAKRABAN-SALGARAH(SC),Kakraban–Shalgara,Q55739054,1,TRIPURA WEST,1601,,0.52182900565,0.01005172864,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:33,
2,16,TRIPURA,2,SOUTH TRIPURA,43,KARBOOK (ST),Karbook,Q55739062,2,TRIPURA EAST(ST),1602,,1.95022979363,0.03924701394,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:43,
1,16,TRIPURA,1,WEST TRIPURA,22,SONAMURA,Sonamura,Q54449824,1,TRIPURA WEST,1601,,0.43264663511,0.00641383477,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:22,
1,16,TRIPURA,1,WEST TRIPURA,23,DHANPUR,Dhanpur,Q54449827,1,TRIPURA WEST,1601,,0.80150143066,0.01710871108,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:23,
1,16,TRIPURA,2,SOUTH TRIPURA,36,SANTIRBAZAR (ST),Shantirbazar,Q55739057,1,TRIPURA WEST,1601,,1.23640589578,0.0297802244,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:36,
1,16,TRIPURA,2,SOUTH TRIPURA,34,RAJNAGAR (SC),Rajnagar,Q55739055,1,TRIPURA WEST,1601,,1.06081858383,0.02101123989,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:34,
1,16,TRIPURA,2,SOUTH TRIPURA,35,BELONIA,Belonia,Q55739056,1,TRIPURA WEST,1601,,0.56784556543,0.00970109423,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:35,
2,16,TRIPURA,2,SOUTH TRIPURA,38,JOLAIBARI (ST),Jolaibari,Q55739058,2,TRIPURA EAST(ST),1602,,0.62142533543,0.0169520862,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:38,
2,16,TRIPURA,2,SOUTH TRIPURA,37,HRISHYAMUKH,Hrishyamukh,Q30599530,2,TRIPURA EAST(ST),1602,,0.68816233663,0.01322193332,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:37,
2,16,TRIPURA,2,SOUTH TRIPURA,39,MANU (ST),Manu,Q54449798,2,TRIPURA EAST(ST),1602,,0.61356879307,0.01873619785,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:39,
2,16,TRIPURA,2,SOUTH TRIPURA,40,SABROOM,Sabroom,Q55739059,2,TRIPURA EAST(ST),1602,,0.91930272524,0.01907761324,country:in/state:tr,TR,country:in/state:tr/assembly-constituency:40,
